Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
AC-A5,Priključek Pernicaizvoz MB243496.10.701.06.2026 11:35:00Normalen promet,izvoz MB,24,34,96.1,0.7,01.06.2026 11:35:00,Normalen promet
AC-A5,izvoz MS3643157.50.901.06.2026 11:35:00Normalen promet,izvoz MS,36,43,157.5,0.9,01.06.2026 11:35:00,Normalen promet
AC-A5,uvoz MB6038109.31.301.06.2026 11:35:00Normalen promet,uvoz MB,60,38,109.3,1.3,01.06.2026 11:35:00,Normalen promet
AC-A5,uvoz MS2451152.50.301.06.2026 11:35:00Normalen promet,uvoz MS,24,51,152.5,0.3,01.06.2026 11:35:00,Normalen promet
AC-A5,Priključek Vučja vasIzvoz iz MS2458207.80.301.06.2026 11:35:00Normalen promet,Izvoz iz MS,24,58,207.8,0.3,01.06.2026 11:35:00,Normalen promet
AC-A5,Izvoz MB965138.51.601.06.2026 11:35:00Normalen promet,Izvoz MB,96,51,38.5,1.6,01.06.2026 11:35:00,Normalen promet
AC-A5,Uvoz MS365373.70.501.06.2026 11:35:00Normalen promet,Uvoz MS,36,53,73.7,0.5,01.06.2026 11:35:00,Normalen promet
AC-A5,Uvoz proti MB725350.41.101.06.2026 11:35:00Normalen promet,Uvoz proti MB,72,53,50.4,1.1,01.06.2026 11:35:00,Normalen promet
AC-A5,Lendava ACDolga vas - Lendava (v)2528015.43.401.06.2026 11:35:00Normalen promet,Dolga vas - Lendava (v),252,80,15.4,3.4,01.06.2026 11:35:00,Normalen promet
AC-A5,Dolga vas - Lendava (p)3845910.48.001.06.2026 11:35:00Normalen promet,Dolga vas - Lendava (p),384,59,10.4,8.0,01.06.2026 11:35:00,Normalen promet
AC-A5,Lendava - Dolga vas (v)000.00.001.06.2026 11:35:00Ni podatka,Lendava - Dolga vas (v),0,0,0.0,0.0,01.06.2026 11:35:00,Ni podatka
AC-A5,Lendava - Dolga vas (p)000.00.001.06.2026 11:35:00Ni podatka,Lendava - Dolga vas (p),0,0,0.0,0.0,01.06.2026 11:35:00,Ni podatka
AC-A5,Priključek Lendavaizvoz MS724451.72.101.06.2026 11:35:00Normalen promet,izvoz MS,72,44,51.7,2.1,01.06.2026 11:35:00,Normalen promet
AC-A5,izvoz Pince000.00.001.06.2026 11:35:00Ni podatka,izvoz Pince,0,0,0.0,0.0,01.06.2026 11:35:00,Ni podatka
AC-A5,uvoz MS000.00.001.06.2026 11:35:00Ni podatka,uvoz MS,0,0,0.0,0.0,01.06.2026 11:35:00,Ni podatka
AC-A5,uvoz Pince603553.52.201.06.2026 11:35:00Normalen promet,uvoz Pince,60,35,53.5,2.2,01.06.2026 11:35:00,Normalen promet
AC-A5,Priključek Murska Sobotaizvoz Lendava844560.22.001.06.2026 11:35:00Normalen promet,izvoz Lendava,84,45,60.2,2.0,01.06.2026 11:35:00,Normalen promet
AC-A5,izvoz MB2044618.84.201.06.2026 11:35:00Normalen promet,izvoz MB,204,46,18.8,4.2,01.06.2026 11:35:00,Normalen promet
AC-A5,uvoz Lendava844449.51.901.06.2026 11:35:00Normalen promet,uvoz Lendava,84,44,49.5,1.9,01.06.2026 11:35:00,Normalen promet
AC-A5,uvoz MB2164616.34.201.06.2026 11:35:00Normalen promet,uvoz MB,216,46,16.3,4.2,01.06.2026 11:35:00,Normalen promet
HC-H2,Maribor HCMaribor - Tezno (v)840804.38.901.06.2026 11:35:00Povečan promet,Maribor - Tezno (v),840,80,4.3,8.9,01.06.2026 11:35:00,Povečan promet
HC-H2,Maribor - Tezno (p)2289818.61.901.06.2026 11:35:00Normalen promet,Maribor - Tezno (p),228,98,18.6,1.9,01.06.2026 11:35:00,Normalen promet
HC-H2,Tezno - Maribor (v)684815.27.801.06.2026 11:35:00Povečan promet,Tezno - Maribor (v),684,81,5.2,7.8,01.06.2026 11:35:00,Povečan promet
HC-H2,Tezno - Maribor (p)22810216.11.801.06.2026 11:35:00Normalen promet,Tezno - Maribor (p),228,102,16.1,1.8,01.06.2026 11:35:00,Normalen promet
HC-H2,Meljska HCMaribor - Pesnica (v)2527415.22.701.06.2026 11:35:00Normalen promet,Maribor - Pesnica (v),252,74,15.2,2.7,01.06.2026 11:35:00,Normalen promet
HC-H2,Maribor - Pesnica (p)696776.58.001.06.2026 11:35:00Povečan promet,Maribor - Pesnica (p),696,77,6.5,8.0,01.06.2026 11:35:00,Povečan promet
HC-H2,Pesnica - Maribor (v)2288114.42.201.06.2026 11:35:00Normalen promet,Pesnica - Maribor (v),228,81,14.4,2.2,01.06.2026 11:35:00,Normalen promet
HC-H2,Pesnica - Maribor (p)432888.24.301.06.2026 11:35:00Normalen promet,Pesnica - Maribor (p),432,88,8.2,4.3,01.06.2026 11:35:00,Normalen promet
HC-H3,R KosezeBrdo-LJsev (v)1008893.310.701.06.2026 11:35:00Zgoščen promet,Brdo-LJsev (v),1008,89,3.3,10.7,01.06.2026 11:35:00,Zgoščen promet
HC-H3,Brdo-LJsev (p)7321055.25.701.06.2026 11:35:00Povečan promet,Brdo-LJsev (p),732,105,5.2,5.7,01.06.2026 11:35:00,Povečan promet
HC-H3,LJsev-Brdo (v)936884.110.601.06.2026 11:35:00Gost promet,LJsev-Brdo (v),936,88,4.1,10.6,01.06.2026 11:35:00,Gost promet
HC-H3,LJsev-Brdo (p)7321095.05.701.06.2026 11:35:00Povečan promet,LJsev-Brdo (p),732,109,5.0,5.7,01.06.2026 11:35:00,Povečan promet
HC-H3,LJ Podutikizvoz iz KR725948.71.001.06.2026 11:35:00Normalen promet,izvoz iz KR,72,59,48.7,1.0,01.06.2026 11:35:00,Normalen promet
HC-H3,LJ (S obvoznica)LJ (Celovška - Dunajska) (v)1368902.613.801.06.2026 11:35:00Zgoščen promet,LJ (Celovška - Dunajska) (v),1368,90,2.6,13.8,01.06.2026 11:35:00,Zgoščen promet
HC-H3,LJ (Celovška - Dunajska) (p)12001123.28.901.06.2026 11:35:00Zgoščen promet,LJ (Celovška - Dunajska) (p),1200,112,3.2,8.9,01.06.2026 11:35:00,Zgoščen promet
HC-H3,"LJ (Dravlje HC)LJ, Celovška - Koseze (v)1260823.015.101.06.2026 11:35:00Zgoščen promet","LJ, Celovška - Koseze (v)",1260,82,3.0,15.1,01.06.2026 11:35:00,Zgoščen promet
HC-H3,"LJ, Celovška - Koseze (p)9841044.08.001.06.2026 11:35:00Povečan promet","LJ, Celovška - Koseze (p)",984,104,4.0,8.0,01.06.2026 11:35:00,Povečan promet
HC-H3,S Obvoznica BTC HCsmer Koseze (v)1008933.311.301.06.2026 11:35:00Zgoščen promet,smer Koseze (v),1008,93,3.3,11.3,01.06.2026 11:35:00,Zgoščen promet
HC-H3,smer Koseze (p)4801167.83.501.06.2026 11:35:00Povečan promet,smer Koseze (p),480,116,7.8,3.5,01.06.2026 11:35:00,Povečan promet
HC-H3,smer Zadobrova (v)948983.98.401.06.2026 11:35:00Povečan promet,smer Zadobrova (v),948,98,3.9,8.4,01.06.2026 11:35:00,Povečan promet
HC-H3,smer Zadobrova (p)5281147.23.801.06.2026 11:35:00Normalen promet,smer Zadobrova (p),528,114,7.2,3.8,01.06.2026 11:35:00,Normalen promet
HC-H3,PR BTC Leskoškova 0198izvoz R.Zadobrova krak A  (d)2887813.52.701.06.2026 11:35:00Normalen promet,izvoz R.Zadobrova krak A  (d),288,78,13.5,2.7,01.06.2026 11:35:00,Normalen promet
HC-H3,izvoz R.Zadobrova krak A (l)2047916.42.201.06.2026 11:35:00Normalen promet,izvoz R.Zadobrova krak A (l),204,79,16.4,2.2,01.06.2026 11:35:00,Normalen promet
HC-H3,uvoz R.Zadobrova krak D (d)1446725.51.701.06.2026 11:35:00Normalen promet,uvoz R.Zadobrova krak D (d),144,67,25.5,1.7,01.06.2026 11:35:00,Normalen promet
HC-H3,uvoz R.Zadobrova krak D (l)1207827.91.201.06.2026 11:35:00Normalen promet,uvoz R.Zadobrova krak D (l),120,78,27.9,1.2,01.06.2026 11:35:00,Normalen promet
HC-H3,uvoz R.Zadobrova krak E2045316.44.001.06.2026 11:35:00Normalen promet,uvoz R.Zadobrova krak E,204,53,16.4,4.0,01.06.2026 11:35:00,Normalen promet
HC-H4,Priključek Vipavaizvoz iz NG963334.42.201.06.2026 11:35:00Normalen promet,izvoz iz NG,96,33,34.4,2.2,01.06.2026 11:35:00,Normalen promet
HC-H4,izvoz iz Razdrto603664.61.401.06.2026 11:35:00Normalen promet,izvoz iz Razdrto,60,36,64.6,1.4,01.06.2026 11:35:00,Normalen promet
HC-H4,uvoz proti NG364351.40.601.06.2026 11:35:00Normalen promet,uvoz proti NG,36,43,51.4,0.6,01.06.2026 11:35:00,Normalen promet
HC-H4,uvoz proti Razdrto2436135.40.601.06.2026 11:35:00Normalen promet,uvoz proti Razdrto,24,36,135.4,0.6,01.06.2026 11:35:00,Normalen promet
HC-H4,Počivališče Mlake Severuvoz počivališče363144.60.801.06.2026 11:35:00Normalen promet,uvoz počivališče,36,31,44.6,0.8,01.06.2026 11:35:00,Normalen promet
HC-H4,Ajdovščina ACsmer NG (v)408948.76.201.06.2026 11:35:00Normalen promet,smer NG (v),408,94,8.7,6.2,01.06.2026 11:35:00,Normalen promet
HC-H4,smer NG (p)14411623.61.001.06.2026 11:35:00Normalen promet,smer NG (p),144,116,23.6,1.0,01.06.2026 11:35:00,Normalen promet
HC-H4,smer PO (v)408948.94.401.06.2026 11:35:00Normalen promet,smer PO (v),408,94,8.9,4.4,01.06.2026 11:35:00,Normalen promet
HC-H4,smer PO (p)4810577.40.501.06.2026 11:35:00Normalen promet,smer PO (p),48,105,77.4,0.5,01.06.2026 11:35:00,Normalen promet
HC-H4,MT Vrtojbasmer I (v)384389.013.901.06.2026 11:35:00Povečan promet,smer I (v),384,38,9.0,13.9,01.06.2026 11:35:00,Povečan promet
HC-H4,smer I (p)000.00.001.06.2026 11:35:00Ni prometa,smer I (p),0,0,0.0,0.0,01.06.2026 11:35:00,Ni prometa
HC-H4,smer LJ (v)3366311.35.301.06.2026 11:35:00Normalen promet,smer LJ (v),336,63,11.3,5.3,01.06.2026 11:35:00,Normalen promet
HC-H4,smer LJ (p)249587.60.201.06.2026 11:35:00Normalen promet,smer LJ (p),24,95,87.6,0.2,01.06.2026 11:35:00,Normalen promet
HC-H4,Bazara HCŠempeter - Vogrsko (v)384978.44.901.06.2026 11:35:00Normalen promet,Šempeter - Vogrsko (v),384,97,8.4,4.9,01.06.2026 11:35:00,Normalen promet
HC-H4,Šempeter - Vogrsko (p)9612436.70.601.06.2026 11:35:00Normalen promet,Šempeter - Vogrsko (p),96,124,36.7,0.6,01.06.2026 11:35:00,Normalen promet
HC-H4,Vogrsko - Šempeter (v)372989.45.101.06.2026 11:35:00Normalen promet,Vogrsko - Šempeter (v),372,98,9.4,5.1,01.06.2026 11:35:00,Normalen promet
HC-H4,Vogrsko - Šempeter (p)9611836.30.701.06.2026 11:35:00Normalen promet,Vogrsko - Šempeter (p),96,118,36.3,0.7,01.06.2026 11:35:00,Normalen promet
HC-H4,Dolga Poljanasmer NG (v)000.00.001.06.2026 11:35:00Ni prometa,smer NG (v),0,0,0.0,0.0,01.06.2026 11:35:00,Ni prometa
HC-H4,smer NG (p)000.00.001.06.2026 11:35:00Ni prometa,smer NG (p),0,0,0.0,0.0,01.06.2026 11:35:00,Ni prometa
HC-H4,smer PO (v)3961049.44.401.06.2026 11:35:00Normalen promet,smer PO (v),396,104,9.4,4.4,01.06.2026 11:35:00,Normalen promet
HC-H4,smer PO (p)7212730.80.401.06.2026 11:35:00Normalen promet,smer PO (p),72,127,30.8,0.4,01.06.2026 11:35:00,Normalen promet
HC-H4,Priključek Seloizvoz iz NG362666.81.101.06.2026 11:35:00Normalen promet,izvoz iz NG,36,26,66.8,1.1,01.06.2026 11:35:00,Normalen promet
HC-H4,izvoz iz PO483657.21.101.06.2026 11:35:00Normalen promet,izvoz iz PO,48,36,57.2,1.1,01.06.2026 11:35:00,Normalen promet
HC-H4,uvoz proti NG483656.41.101.06.2026 11:35:00Normalen promet,uvoz proti NG,48,36,56.4,1.1,01.06.2026 11:35:00,Normalen promet
HC-H4,uvoz proti PO1242322.70.201.06.2026 11:35:00Normalen promet,uvoz proti PO,12,42,322.7,0.2,01.06.2026 11:35:00,Normalen promet
HC-H4,Šempeter HCsmer I (v)3008713.44.801.06.2026 11:35:00Normalen promet,smer I (v),300,87,13.4,4.8,01.06.2026 11:35:00,Normalen promet
HC-H4,smer I (p)48126141.90.301.06.2026 11:35:00Normalen promet,smer I (p),48,126,141.9,0.3,01.06.2026 11:35:00,Normalen promet
HC-H4,smer LJ (v)2289315.22.801.06.2026 11:35:00Normalen promet,smer LJ (v),228,93,15.2,2.8,01.06.2026 11:35:00,Normalen promet
HC-H4,smer LJ (p)24121111.40.101.06.2026 11:35:00Normalen promet,smer LJ (p),24,121,111.4,0.1,01.06.2026 11:35:00,Normalen promet
HC-H4,Razcep NanosIzvoz iz KP726653.11.101.06.2026 11:35:00Normalen promet,Izvoz iz KP,72,66,53.1,1.1,01.06.2026 11:35:00,Normalen promet
HC-H4,Uvoz LJ (v)2407915.54.301.06.2026 11:35:00Normalen promet,Uvoz LJ (v),240,79,15.5,4.3,01.06.2026 11:35:00,Normalen promet
HC-H4,Uvoz LJ (p)12010531.70.901.06.2026 11:35:00Normalen promet,Uvoz LJ (p),120,105,31.7,0.9,01.06.2026 11:35:00,Normalen promet
HC-H5,Bertoki HCBertoki - Koper (v)1224792.613.401.06.2026 11:35:00Povečan promet,Bertoki - Koper (v),1224,79,2.6,13.4,01.06.2026 11:35:00,Povečan promet
HC-H5,Bertoki - Koper (p)960983.88.201.06.2026 11:35:00Povečan promet,Bertoki - Koper (p),960,98,3.8,8.2,01.06.2026 11:35:00,Povečan promet
HC-H5,Škofije HCŠkofije - Srmin (v)492867.14.801.06.2026 11:35:00Normalen promet,Škofije - Srmin (v),492,86,7.1,4.8,01.06.2026 11:35:00,Normalen promet
HC-H5,Škofije - Srmin (p)16811021.61.201.06.2026 11:35:00Normalen promet,Škofije - Srmin (p),168,110,21.6,1.2,01.06.2026 11:35:00,Normalen promet
HC-H5,Srmin - Škofije (v)708765.19.001.06.2026 11:35:00Zgoščen promet,Srmin - Škofije (v),708,76,5.1,9.0,01.06.2026 11:35:00,Zgoščen promet
HC-H5,Srmin - Škofije (p)2049617.81.901.06.2026 11:35:00Normalen promet,Srmin - Škofije (p),204,96,17.8,1.9,01.06.2026 11:35:00,Normalen promet
HC-H5,Priključek Plavjeizvoz iz KP242973.50.601.06.2026 11:35:00Normalen promet,izvoz iz KP,24,29,73.5,0.6,01.06.2026 11:35:00,Normalen promet
HC-H5,uvoz proti Italiji1802932.04.801.06.2026 11:35:00Normalen promet,uvoz proti Italiji,180,29,32.0,4.8,01.06.2026 11:35:00,Normalen promet
G1-102,Logatec 2CP Logatec - Logatec516436.410.601.06.2026 11:35:00Povečan promet,CP Logatec - Logatec,516,43,6.4,10.6,01.06.2026 11:35:00,Povečan promet
G1-102,Logatec - CP Logatec1443719.23.201.06.2026 11:35:00Normalen promet,Logatec - CP Logatec,144,37,19.2,3.2,01.06.2026 11:35:00,Normalen promet
G1-11,KoperKoper - Šmarje960553.215.401.06.2026 11:30:00Zgoščen promet,Koper - Šmarje,960,55,3.2,15.4,01.06.2026 11:30:00,Zgoščen promet
G1-11,Šmarje - Koper912443.316.201.06.2026 11:30:00Zgoščen promet,Šmarje - Koper,912,44,3.3,16.2,01.06.2026 11:30:00,Zgoščen promet
G1-11,PesjanciDragonja - Šmarje1068592.815.301.06.2026 11:35:00Gost promet,Dragonja - Šmarje,1068,59,2.8,15.3,01.06.2026 11:35:00,Gost promet
G1-11,Šmarje - Dragonja876614.112.401.06.2026 11:35:00Povečan promet,Šmarje - Dragonja,876,61,4.1,12.4,01.06.2026 11:35:00,Povečan promet
G1-111,BelvederIzola - Lucija000.00.024.05.2026 23:10:00Ni podatka,Izola - Lucija,0,0,0.0,0.0,24.05.2026 23:10:00,Ni podatka
G1-111,Lucija - Izola000.00.024.05.2026 23:10:00Ni podatka,Lucija - Izola,0,0,0.0,0.0,24.05.2026 23:10:00,Ni podatka
G1-1,Maribor (Koroški most)Gosposvetska c. - Koroški most (v)396528.56.701.06.2026 11:30:00Normalen promet,Gosposvetska c. - Koroški most (v),396,52,8.5,6.7,01.06.2026 11:30:00,Normalen promet
G1-1,Gosposvetska c. - Koroški most (p)600535.09.101.06.2026 11:30:00Povečan promet,Gosposvetska c. - Koroški most (p),600,53,5.0,9.1,01.06.2026 11:30:00,Povečan promet
G1-1,Koroški most - Gosposvetska c. (v)468517.08.201.06.2026 11:35:00Povečan promet,Koroški most - Gosposvetska c. (v),468,51,7.0,8.2,01.06.2026 11:35:00,Povečan promet
G1-1,Koroški most - Gosposvetska c. (p)468547.37.601.06.2026 11:35:00Normalen promet,Koroški most - Gosposvetska c. (p),468,54,7.3,7.6,01.06.2026 11:35:00,Normalen promet
G1-1,Maribor (Ptujska cesta)Miklavž - Ptujska c. (v)372568.96.301.06.2026 11:35:00Normalen promet,Miklavž - Ptujska c. (v),372,56,8.9,6.3,01.06.2026 11:35:00,Normalen promet
G1-1,Miklavž - Ptujska c. (p)396619.05.701.06.2026 11:35:00Normalen promet,Miklavž - Ptujska c. (p),396,61,9.0,5.7,01.06.2026 11:35:00,Normalen promet
G1-1,Ptujska c. - Miklavž (v)456637.07.401.06.2026 11:35:00Povečan promet,Ptujska c. - Miklavž (v),456,63,7.0,7.4,01.06.2026 11:35:00,Povečan promet
G1-1,Ptujska c. - Miklavž (p)348709.13.901.06.2026 11:35:00Normalen promet,Ptujska c. - Miklavž (p),348,70,9.1,3.9,01.06.2026 11:35:00,Normalen promet
G1-1,OžbaltBrezno - Ruta1925715.43.501.06.2026 11:35:00Normalen promet,Brezno - Ruta,192,57,15.4,3.5,01.06.2026 11:35:00,Normalen promet
G1-1,Ruta - Brezno1326831.82.101.06.2026 11:35:00Normalen promet,Ruta - Brezno,132,68,31.8,2.1,01.06.2026 11:35:00,Normalen promet
G1-1,Zgornji BočRuta - Selnica1207721.01.201.06.2026 11:35:00Normalen promet,Ruta - Selnica,120,77,21.0,1.2,01.06.2026 11:35:00,Normalen promet
G1-1,Selnica - Ruta1207725.61.701.06.2026 11:35:00Normalen promet,Selnica - Ruta,120,77,25.6,1.7,01.06.2026 11:35:00,Normalen promet
G1-1,BreznoBrezno - Radlje1326127.82.101.06.2026 11:25:00Normalen promet,Brezno - Radlje,132,61,27.8,2.1,01.06.2026 11:25:00,Normalen promet
G1-1,Radlje - Brezno1085338.11.901.06.2026 11:25:00Normalen promet,Radlje - Brezno,108,53,38.1,1.9,01.06.2026 11:25:00,Normalen promet
G1-1,GortinaDravograd - Radlje3366211.34.901.06.2026 11:35:00Normalen promet,Dravograd - Radlje,336,62,11.3,4.9,01.06.2026 11:35:00,Normalen promet
G1-1,Radlje - Dravograd3006710.83.901.06.2026 11:35:00Normalen promet,Radlje - Dravograd,300,67,10.8,3.9,01.06.2026 11:35:00,Normalen promet
G1-1,BrestrnicaMaribor (otok) - Selnica2046012.82.801.06.2026 11:30:00Normalen promet,Maribor (otok) - Selnica,204,60,12.8,2.8,01.06.2026 11:30:00,Normalen promet
G1-1,Selnica - Maribor (otok)2406114.33.401.06.2026 11:30:00Normalen promet,Selnica - Maribor (otok),240,61,14.3,3.4,01.06.2026 11:30:00,Normalen promet
G1-1,MT VičDravograd - MT Vič845925.41.901.06.2026 11:35:00Normalen promet,Dravograd - MT Vič,84,59,25.4,1.9,01.06.2026 11:35:00,Normalen promet
G1-1,MT Vič - Dravograd728226.41.001.06.2026 11:35:00Normalen promet,MT Vič - Dravograd,72,82,26.4,1.0,01.06.2026 11:35:00,Normalen promet
G1-1,MB KamnicaMaribor - Selnica552736.37.101.06.2026 11:35:00Povečan promet,Maribor - Selnica,552,73,6.3,7.1,01.06.2026 11:35:00,Povečan promet
G1-1,Selnica - Maribor384809.04.001.06.2026 11:35:00Normalen promet,Selnica - Maribor,384,80,9.0,4.0,01.06.2026 11:35:00,Normalen promet
G1-2,DevinaPragersko - Slovenska Bistrica3246311.64.601.06.2026 11:35:00Normalen promet,Pragersko - Slovenska Bistrica,324,63,11.6,4.6,01.06.2026 11:35:00,Normalen promet
G1-2,Slovenska Bistrica - Pragersko372518.77.801.06.2026 11:35:00Normalen promet,Slovenska Bistrica - Pragersko,372,51,8.7,7.8,01.06.2026 11:35:00,Normalen promet
G1-2,GrabeOrmož - Središče ob Dravi1445030.43.701.06.2026 11:35:00Normalen promet,Ormož - Središče ob Dravi,144,50,30.4,3.7,01.06.2026 11:35:00,Normalen promet
G1-2,Središče ob Dravi - Ormož1085629.92.001.06.2026 11:35:00Normalen promet,Središče ob Dravi - Ormož,108,56,29.9,2.0,01.06.2026 11:35:00,Normalen promet
G1-2,BorovciGorišnica - Spuhlja2645513.63.901.06.2026 11:30:00Normalen promet,Gorišnica - Spuhlja,264,55,13.6,3.9,01.06.2026 11:30:00,Normalen promet
G1-2,Spuhlja - Gorišnica2285215.34.201.06.2026 11:30:00Normalen promet,Spuhlja - Gorišnica,228,52,15.3,4.2,01.06.2026 11:30:00,Normalen promet
G1-2,Šikole 3Kidričevo - Šikole2406914.33.401.06.2026 11:35:00Normalen promet,Kidričevo - Šikole,240,69,14.3,3.4,01.06.2026 11:35:00,Normalen promet
G1-2,Šikole - Kidričevo2287214.22.601.06.2026 11:35:00Normalen promet,Šikole - Kidričevo,228,72,14.2,2.6,01.06.2026 11:35:00,Normalen promet
G1-2,MP Središče ob DraviMP Središče - Središče ob Dravi605444.51.101.06.2026 11:35:00Normalen promet,MP Središče - Središče ob Dravi,60,54,44.5,1.1,01.06.2026 11:35:00,Normalen promet
G1-2,Središče ob Dravi - MP Središče1084557.23.601.06.2026 11:35:00Normalen promet,Središče ob Dravi - MP Središče,108,45,57.2,3.6,01.06.2026 11:35:00,Normalen promet
G1-2,OrmožOrmož vzhod - Ormož zahod1684921.83.201.06.2026 11:35:00Normalen promet,Ormož vzhod - Ormož zahod,168,49,21.8,3.2,01.06.2026 11:35:00,Normalen promet
G1-2,Ormož zahod - Ormož vzhod1805316.63.401.06.2026 11:35:00Normalen promet,Ormož zahod - Ormož vzhod,180,53,16.6,3.4,01.06.2026 11:35:00,Normalen promet
G1-2,CvetkovciGorišnica - Ormož1926019.03.701.06.2026 11:35:00Normalen promet,Gorišnica - Ormož,192,60,19.0,3.7,01.06.2026 11:35:00,Normalen promet
G1-2,Ormož - Gorišnica2285815.93.401.06.2026 11:35:00Normalen promet,Ormož - Gorišnica,228,58,15.9,3.4,01.06.2026 11:35:00,Normalen promet
G1-2,Ptuj vzhodPtuj - Spuhlja480556.88.201.06.2026 11:30:00Povečan promet,Ptuj - Spuhlja,480,55,6.8,8.2,01.06.2026 11:30:00,Povečan promet
G1-2,Spuhlja - Ptuj540505.910.001.06.2026 11:30:00Povečan promet,Spuhlja - Ptuj,540,50,5.9,10.0,01.06.2026 11:30:00,Povečan promet
G1-2,Šikole 2Pragersko - Šikole2168014.72.301.06.2026 11:35:00Normalen promet,Pragersko - Šikole,216,80,14.7,2.3,01.06.2026 11:35:00,Normalen promet
G1-2,Šikole - Pragersko1928218.02.801.06.2026 11:35:00Normalen promet,Šikole - Pragersko,192,82,18.0,2.8,01.06.2026 11:35:00,Normalen promet
G1-2,Ptuj jezeroPtuj - Turnišče540475.811.001.06.2026 11:35:00Povečan promet,Ptuj - Turnišče,540,47,5.8,11.0,01.06.2026 11:35:00,Povečan promet
G1-2,Turnišče - Ptuj516526.38.801.06.2026 11:35:00Povečan promet,Turnišče - Ptuj,516,52,6.3,8.8,01.06.2026 11:35:00,Povečan promet
G1-2,NjiverceHajdina - Kidričevo432567.57.001.06.2026 11:30:00Povečan promet,Hajdina - Kidričevo,432,56,7.5,7.0,01.06.2026 11:30:00,Povečan promet
G1-2,Kidričevo - Hajdina480586.87.701.06.2026 11:30:00Zgoščen promet,Kidričevo - Hajdina,480,58,6.8,7.7,01.06.2026 11:30:00,Zgoščen promet
G1-4,Bukovska vasOtiški Vrh - Slovenj Gradec384539.37.501.06.2026 11:35:00Normalen promet,Otiški Vrh - Slovenj Gradec,384,53,9.3,7.5,01.06.2026 11:35:00,Normalen promet
G1-4,Slovenj Gradec - Otiški Vrh420608.46.501.06.2026 11:35:00Normalen promet,Slovenj Gradec - Otiški Vrh,420,60,8.4,6.5,01.06.2026 11:35:00,Normalen promet
G1-4,ČrnovaČrnova - Velenje468537.38.201.06.2026 11:35:00Povečan promet,Črnova - Velenje,468,53,7.3,8.2,01.06.2026 11:35:00,Povečan promet
G1-4,Velenje - Črnova564505.910.501.06.2026 11:35:00Povečan promet,Velenje - Črnova,564,50,5.9,10.5,01.06.2026 11:35:00,Povečan promet
G1-4,Velika PirešicaArja vas - Črnova372528.88.001.06.2026 11:35:00Povečan promet,Arja vas - Črnova,372,52,8.8,8.0,01.06.2026 11:35:00,Povečan promet
G1-4,Črnova - Arja vas528576.58.901.06.2026 11:35:00Povečan promet,Črnova - Arja vas,528,57,6.5,8.9,01.06.2026 11:35:00,Povečan promet
G1-4,Paka pri VelenjuVelenje - Zgornji Dolič2884610.26.301.06.2026 11:35:00Normalen promet,Velenje - Zgornji Dolič,288,46,10.2,6.3,01.06.2026 11:35:00,Normalen promet
G1-4,Zgornji Dolič - Velenje456507.98.901.06.2026 11:35:00Normalen promet,Zgornji Dolič - Velenje,456,50,7.9,8.9,01.06.2026 11:35:00,Normalen promet
G1-4,Šmartno pri SGSlovenj Gradec - Šmartno444667.26.701.06.2026 11:35:00Normalen promet,Slovenj Gradec - Šmartno,444,66,7.2,6.7,01.06.2026 11:35:00,Normalen promet
G1-4,Šmartno - Slovenj Gradec2167116.32.501.06.2026 11:35:00Normalen promet,Šmartno - Slovenj Gradec,216,71,16.3,2.5,01.06.2026 11:35:00,Normalen promet
G1-4,DravogradDravograd - Otiški Vrh408468.09.201.06.2026 11:35:00Normalen promet,Dravograd - Otiški Vrh,408,46,8.0,9.2,01.06.2026 11:35:00,Normalen promet
G1-4,Otiški Vrh - Dravograd492456.710.601.06.2026 11:35:00Povečan promet,Otiški Vrh - Dravograd,492,45,6.7,10.6,01.06.2026 11:35:00,Povečan promet
G1-4,MislinjaMislinja - Zgornji Dolič360388.98.401.06.2026 11:30:00Normalen promet,Mislinja - Zgornji Dolič,360,38,8.9,8.4,01.06.2026 11:30:00,Normalen promet
G1-4,Zgornji Dolič - Mislinja588324.919.201.06.2026 11:30:00Povečan promet,Zgornji Dolič - Mislinja,588,32,4.9,19.2,01.06.2026 11:30:00,Povečan promet
G1-5,VrhovoBoštanj - Radeče845934.21.201.06.2026 11:30:00Normalen promet,Boštanj - Radeče,84,59,34.2,1.2,01.06.2026 11:30:00,Normalen promet
G1-5,Radeče - Boštanj2045815.43.701.06.2026 11:30:00Normalen promet,Radeče - Boštanj,204,58,15.4,3.7,01.06.2026 11:30:00,Normalen promet
G1-5,Celje (Lava)Celje - Medlog408638.35.701.06.2026 11:30:00Normalen promet,Celje - Medlog,408,63,8.3,5.7,01.06.2026 11:30:00,Normalen promet
G1-5,Medlog - Celje3486710.54.801.06.2026 11:30:00Normalen promet,Medlog - Celje,348,67,10.5,4.8,01.06.2026 11:30:00,Normalen promet
G1-5,StrmcaLaško - Šmarjeta3366510.44.601.06.2026 11:35:00Normalen promet,Laško - Šmarjeta,336,65,10.4,4.6,01.06.2026 11:35:00,Normalen promet
G1-5,Šmarjeta - Laško3247010.83.801.06.2026 11:35:00Normalen promet,Šmarjeta - Laško,324,70,10.8,3.8,01.06.2026 11:35:00,Normalen promet
