Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
R1-212,Rakek 2Rakek - Unec396599.56.401.06.2026 11:30:00Normalen promet,Rakek - Unec,396,59,9.5,6.4,01.06.2026 11:30:00,Normalen promet
R1-212,Unec - Rakek1565022.33.001.06.2026 11:30:00Normalen promet,Unec - Rakek,156,50,22.3,3.0,01.06.2026 11:30:00,Normalen promet
R1-213,MP Babno PoljeBabno polje - Stari Trg00999.90.001.06.2026 11:35:00Ni prometa,Babno polje - Stari Trg,0,0,999.9,0.0,01.06.2026 11:35:00,Ni prometa
R1-213,Stari Trg - Babno polje3652151.60.501.06.2026 11:35:00Normalen promet,Stari Trg - Babno polje,36,52,151.6,0.5,01.06.2026 11:35:00,Normalen promet
R1-213,Stari trgBloška polica - Pudob000.00.014.10.2025 10:20:00Ni podatka,Bloška polica - Pudob,0,0,0.0,0.0,14.10.2025 10:20:00,Ni podatka
R1-213,Pudob - Bloška polica000.00.014.10.2025 10:20:00Ni podatka,Pudob - Bloška polica,0,0,0.0,0.0,14.10.2025 10:20:00,Ni podatka
R1-214,SmukaDvor - Kočevje604280.11.401.06.2026 11:30:00Normalen promet,Dvor - Kočevje,60,42,80.1,1.4,01.06.2026 11:30:00,Normalen promet
R1-214,Kočevje - Dvor604177.91.401.06.2026 11:30:00Normalen promet,Kočevje - Dvor,60,41,77.9,1.4,01.06.2026 11:30:00,Normalen promet
R1-215,BistricaMirna - Mokronog605848.50.801.06.2026 11:35:00Normalen promet,Mirna - Mokronog,60,58,48.5,0.8,01.06.2026 11:35:00,Normalen promet
R1-215,Mokronog - Mirna2404912.44.601.06.2026 11:35:00Normalen promet,Mokronog - Mirna,240,49,12.4,4.6,01.06.2026 11:35:00,Normalen promet
R1-215,JelovecBoštanj - Mokronog1204843.92.701.06.2026 11:35:00Normalen promet,Boštanj - Mokronog,120,48,43.9,2.7,01.06.2026 11:35:00,Normalen promet
R1-215,Mokronog- Boštanj725451.21.101.06.2026 11:35:00Normalen promet,Mokronog- Boštanj,72,54,51.2,1.1,01.06.2026 11:35:00,Normalen promet
R1-215,Dol pri TrebnjemMirna - Trebnje1567314.31.701.06.2026 11:30:00Normalen promet,Mirna - Trebnje,156,73,14.3,1.7,01.06.2026 11:30:00,Normalen promet
R1-215,Trebnje - Mirna2647215.23.601.06.2026 11:30:00Normalen promet,Trebnje - Mirna,264,72,15.2,3.6,01.06.2026 11:30:00,Normalen promet
R1-215,GrmGrm - Trebnje2645212.94.501.06.2026 11:35:00Normalen promet,Grm - Trebnje,264,52,12.9,4.5,01.06.2026 11:35:00,Normalen promet
R1-215,Trebnje - Grm2285214.24.001.06.2026 11:35:00Normalen promet,Trebnje - Grm,228,52,14.2,4.0,01.06.2026 11:35:00,Normalen promet
R1-216,DvorDvor - Soteska1447422.51.701.06.2026 11:35:00Normalen promet,Dvor - Soteska,144,74,22.5,1.7,01.06.2026 11:35:00,Normalen promet
R1-216,Soteska - Dvor2286918.32.701.06.2026 11:35:00Normalen promet,Soteska - Dvor,228,69,18.3,2.7,01.06.2026 11:35:00,Normalen promet
R1-216,ZagradecKrka - Žužemberk604455.31.101.06.2026 11:35:00Normalen promet,Krka - Žužemberk,60,44,55.3,1.1,01.06.2026 11:35:00,Normalen promet
R1-216,Žužemberk- Krka964331.52.201.06.2026 11:35:00Normalen promet,Žužemberk- Krka,96,43,31.5,2.2,01.06.2026 11:35:00,Normalen promet
R1-216,Mačkovec pri DvoruDvor - Žužemberk1565121.82.801.06.2026 11:30:00Normalen promet,Dvor - Žužemberk,156,51,21.8,2.8,01.06.2026 11:30:00,Normalen promet
R1-216,Žužemberk - Dvor845144.81.801.06.2026 11:30:00Normalen promet,Žužemberk - Dvor,84,51,44.8,1.8,01.06.2026 11:30:00,Normalen promet
R1-216,PodturnČrmošnjice - Soteska1565418.42.901.06.2026 11:40:00Normalen promet,Črmošnjice - Soteska,156,54,18.4,2.9,01.06.2026 11:40:00,Normalen promet
R1-216,Soteska - Črmošnjice1445222.72.601.06.2026 11:40:00Normalen promet,Soteska - Črmošnjice,144,52,22.7,2.6,01.06.2026 11:40:00,Normalen promet
R1-216,LokveČrnomelj - Ručetna vas3244510.06.001.06.2026 11:35:00Povečan promet,Črnomelj - Ručetna vas,324,45,10.0,6.0,01.06.2026 11:35:00,Povečan promet
R1-216,Ručetna vas - Črnomelj2164615.54.201.06.2026 11:35:00Normalen promet,Ručetna vas - Črnomelj,216,46,15.5,4.2,01.06.2026 11:35:00,Normalen promet
R1-216,Mrzlo PoljeIvančna Gorica - Krka2284813.04.001.06.2026 11:30:00Normalen promet,Ivančna Gorica - Krka,228,48,13.0,4.0,01.06.2026 11:30:00,Normalen promet
R1-216,Krka - Ivančna Gorica1445319.92.301.06.2026 11:30:00Normalen promet,Krka - Ivančna Gorica,144,53,19.9,2.3,01.06.2026 11:30:00,Normalen promet
R1-216,ČrmošnjiceČrmošnjice - Črnomelj1446820.01.701.06.2026 11:35:00Normalen promet,Črmošnjice - Črnomelj,144,68,20.0,1.7,01.06.2026 11:35:00,Normalen promet
R1-216,Črnomelj - Črmošnjice966034.01.401.06.2026 11:35:00Normalen promet,Črnomelj - Črmošnjice,96,60,34.0,1.4,01.06.2026 11:35:00,Normalen promet
R1-217,BlatnikDobliče - Kanižarica367373.00.401.06.2026 11:30:00Normalen promet,Dobliče - Kanižarica,36,73,73.0,0.4,01.06.2026 11:30:00,Normalen promet
R1-217,Kanižarica - Dobliče2471146.90.201.06.2026 11:30:00Normalen promet,Kanižarica - Dobliče,24,71,146.9,0.2,01.06.2026 11:30:00,Normalen promet
R1-217,RajndolČrnomelj - Kočevje488271.00.701.06.2026 11:35:00Normalen promet,Črnomelj - Kočevje,48,82,71.0,0.7,01.06.2026 11:35:00,Normalen promet
R1-217,Kočevje - Črnomelj368132.30.301.06.2026 11:35:00Normalen promet,Kočevje - Črnomelj,36,81,32.3,0.3,01.06.2026 11:35:00,Normalen promet
R1-218,PodzemeljČrnomelj - Podzemelj1685423.72.901.06.2026 11:35:00Normalen promet,Črnomelj - Podzemelj,168,54,23.7,2.9,01.06.2026 11:35:00,Normalen promet
R1-218,Podzemelj - Črnomelj2044816.93.701.06.2026 11:35:00Normalen promet,Podzemelj - Črnomelj,204,48,16.9,3.7,01.06.2026 11:35:00,Normalen promet
R1-218,DragatušKanižarica - Vinica964432.82.401.06.2026 11:35:00Normalen promet,Kanižarica - Vinica,96,44,32.8,2.4,01.06.2026 11:35:00,Normalen promet
R1-218,Vinica - Kanižarica2164712.74.001.06.2026 11:35:00Normalen promet,Vinica - Kanižarica,216,47,12.7,4.0,01.06.2026 11:35:00,Normalen promet
R1-218,KanižaricaČrnomelj - Kanižarica396488.16.901.06.2026 11:35:00Normalen promet,Črnomelj - Kanižarica,396,48,8.1,6.9,01.06.2026 11:35:00,Normalen promet
R1-218,Kanižarica - Črnomelj336489.96.801.06.2026 11:35:00Normalen promet,Kanižarica - Črnomelj,336,48,9.9,6.8,01.06.2026 11:35:00,Normalen promet
R1-218,GrmMetlika - Podzemelj1445524.82.501.06.2026 11:30:00Normalen promet,Metlika - Podzemelj,144,55,24.8,2.5,01.06.2026 11:30:00,Normalen promet
R1-218,Podzemelj - Metlika1926421.82.501.06.2026 11:30:00Normalen promet,Podzemelj - Metlika,192,64,21.8,2.5,01.06.2026 11:30:00,Normalen promet
R1-219,Zgornja BrežnicaPoljčane - Sl. Bistrica1686217.22.501.06.2026 11:30:00Normalen promet,Poljčane - Sl. Bistrica,168,62,17.2,2.5,01.06.2026 11:30:00,Normalen promet
R1-219,Sl. Bistrica - Poljčane2166015.23.301.06.2026 11:30:00Normalen promet,Sl. Bistrica - Poljčane,216,60,15.2,3.3,01.06.2026 11:30:00,Normalen promet
R1-219,PodčetrtekGolobinjek - Mestinje1564918.62.701.06.2026 11:35:00Normalen promet,Golobinjek - Mestinje,156,49,18.6,2.7,01.06.2026 11:35:00,Normalen promet
R1-219,Mestinje - Golobinjek1925017.63.501.06.2026 11:35:00Normalen promet,Mestinje - Golobinjek,192,50,17.6,3.5,01.06.2026 11:35:00,Normalen promet
R1-219,BukošekBizeljsko - Brežice1205530.91.701.06.2026 11:35:00Normalen promet,Bizeljsko - Brežice,120,55,30.9,1.7,01.06.2026 11:35:00,Normalen promet
R1-219,Brežice - Bizeljsko1566426.31.901.06.2026 11:35:00Normalen promet,Brežice - Bizeljsko,156,64,26.3,1.9,01.06.2026 11:35:00,Normalen promet
R1-219,BrežiceBrežice - Čatež360509.46.201.06.2026 11:35:00Normalen promet,Brežice - Čatež,360,50,9.4,6.2,01.06.2026 11:35:00,Normalen promet
R1-219,Čatež - Brežice528445.910.701.06.2026 11:35:00Povečan promet,Čatež - Brežice,528,44,5.9,10.7,01.06.2026 11:35:00,Povečan promet
R1-219,BizeljskoBistrica - Bizeljsko965215.81.801.06.2026 11:35:00Normalen promet,Bistrica - Bizeljsko,96,52,15.8,1.8,01.06.2026 11:35:00,Normalen promet
R1-219,Bizeljsko - Bistrica3651119.20.501.06.2026 11:35:00Normalen promet,Bizeljsko - Bistrica,36,51,119.2,0.5,01.06.2026 11:35:00,Normalen promet
R1-220,Dolenja vasKrško - Spodnja Pohanca1565421.32.501.06.2026 11:35:00Normalen promet,Krško - Spodnja Pohanca,156,54,21.3,2.5,01.06.2026 11:35:00,Normalen promet
R1-220,Spodnja Pohanca - Krško1685318.82.601.06.2026 11:35:00Normalen promet,Spodnja Pohanca - Krško,168,53,18.8,2.6,01.06.2026 11:35:00,Normalen promet
R1-220,Spodnja PohancaBrežice - Krško1325333.82.201.06.2026 11:30:00Normalen promet,Brežice - Krško,132,53,33.8,2.2,01.06.2026 11:30:00,Normalen promet
R1-220,Krško - Brežice1805018.52.801.06.2026 11:30:00Normalen promet,Krško - Brežice,180,50,18.5,2.8,01.06.2026 11:30:00,Normalen promet
R1-221,KisovecIzlake - Zagorje576376.417.801.06.2026 11:35:00Povečan promet,Izlake - Zagorje,576,37,6.4,17.8,01.06.2026 11:35:00,Povečan promet
R1-221,Zagorje - Izlake2885411.84.401.06.2026 11:35:00Normalen promet,Zagorje - Izlake,288,54,11.8,4.4,01.06.2026 11:35:00,Normalen promet
R1-221,BevškoBevško - Zagorje966037.31.201.06.2026 11:35:00Normalen promet,Bevško - Zagorje,96,60,37.3,1.2,01.06.2026 11:35:00,Normalen promet
R1-221,Zagorje - Bevško1685318.92.501.06.2026 11:35:00Normalen promet,Zagorje - Bevško,168,53,18.9,2.5,01.06.2026 11:35:00,Normalen promet
R1-221,MarnoHrastnik - Šmarjeta1204932.12.501.06.2026 11:35:00Normalen promet,Hrastnik - Šmarjeta,120,49,32.1,2.5,01.06.2026 11:35:00,Normalen promet
R1-221,Šmarjeta - Hrastnik1085428.21.501.06.2026 11:35:00Normalen promet,Šmarjeta - Hrastnik,108,54,28.2,1.5,01.06.2026 11:35:00,Normalen promet
R1-221,TrbovljeBevško - Trbovlje3485310.05.301.06.2026 11:35:00Normalen promet,Bevško - Trbovlje,348,53,10.0,5.3,01.06.2026 11:35:00,Normalen promet
R1-221,Trbovlje - Bevško348529.45.401.06.2026 11:35:00Normalen promet,Trbovlje - Bevško,348,52,9.4,5.4,01.06.2026 11:35:00,Normalen promet
R1-222,Zagorje mostmost čez Savo - Zagorje2644013.76.301.06.2026 11:35:00Normalen promet,most čez Savo - Zagorje,264,40,13.7,6.3,01.06.2026 11:35:00,Normalen promet
R1-222,Zagorje - most čez Savo2284114.010.801.06.2026 11:35:00Povečan promet,Zagorje - most čez Savo,228,41,14.0,10.8,01.06.2026 11:35:00,Povečan promet
R1-223,Trbovlje 2Bevško - most čez Savo2765012.94.501.06.2026 11:35:00Normalen promet,Bevško - most čez Savo,276,50,12.9,4.5,01.06.2026 11:35:00,Normalen promet
R1-223,most čez Savo - Bevško2405214.14.001.06.2026 11:35:00Normalen promet,most čez Savo - Bevško,240,52,14.1,4.0,01.06.2026 11:35:00,Normalen promet
R1-224,Hrastnik 2Hrastnik - most čez Savo2164914.03.601.06.2026 11:35:00Normalen promet,Hrastnik - most čez Savo,216,49,14.0,3.6,01.06.2026 11:35:00,Normalen promet
R1-224,most čez Savo - Hrastnik2165013.83.501.06.2026 11:35:00Normalen promet,most čez Savo - Hrastnik,216,50,13.8,3.5,01.06.2026 11:35:00,Normalen promet
R1-225,LetušLetuš - Male Braslovče3124311.27.601.06.2026 11:35:00Normalen promet,Letuš - Male Braslovče,312,43,11.2,7.6,01.06.2026 11:35:00,Normalen promet
R1-225,Male Braslovče - Letuš3004011.47.101.06.2026 11:35:00Normalen promet,Male Braslovče - Letuš,300,40,11.4,7.1,01.06.2026 11:35:00,Normalen promet
R1-225,PrihovaMozirje - Nazarje516606.67.701.06.2026 11:35:00Povečan promet,Mozirje - Nazarje,516,60,6.6,7.7,01.06.2026 11:35:00,Povečan promet
R1-225,Nazarje - Mozirje3125411.65.201.06.2026 11:35:00Normalen promet,Nazarje - Mozirje,312,54,11.6,5.2,01.06.2026 11:35:00,Normalen promet
R1-225,Kamnik FužineKamnik - Spodnje Stranje2405017.64.401.06.2026 11:35:00Normalen promet,Kamnik - Spodnje Stranje,240,50,17.6,4.4,01.06.2026 11:35:00,Normalen promet
R1-225,Spodnje Stranje - Kamnik2285613.44.001.06.2026 11:35:00Normalen promet,Spodnje Stranje - Kamnik,228,56,13.4,4.0,01.06.2026 11:35:00,Normalen promet
R1-225,PodstudenecČrnivec - Stahovica246492.40.301.06.2026 11:30:00Normalen promet,Črnivec - Stahovica,24,64,92.4,0.3,01.06.2026 11:30:00,Normalen promet
R1-225,Stahovica - Črnivec485276.90.701.06.2026 11:30:00Normalen promet,Stahovica - Črnivec,48,52,76.9,0.7,01.06.2026 11:30:00,Normalen promet
R1-225,Gornji GradGornji Grad - Radmirje725229.01.101.06.2026 11:30:00Normalen promet,Gornji Grad - Radmirje,72,52,29.0,1.1,01.06.2026 11:30:00,Normalen promet
R1-225,Radmirje - Gornji Grad1204730.82.301.06.2026 11:30:00Normalen promet,Radmirje - Gornji Grad,120,47,30.8,2.3,01.06.2026 11:30:00,Normalen promet
R1-225,TirošekGornji Grad - Kamnik000.00.011.12.2023 14:05:00Ni podatka,Gornji Grad - Kamnik,0,0,0.0,0.0,11.12.2023 14:05:00,Ni podatka
R1-225,Kamnik - Gornji Grad000.00.011.12.2023 14:05:00Ni podatka,Kamnik - Gornji Grad,0,0,0.0,0.0,11.12.2023 14:05:00,Ni podatka
R1-225,ŠmarcaDuplica - Mengeš324569.44.801.06.2026 11:30:00Normalen promet,Duplica - Mengeš,324,56,9.4,4.8,01.06.2026 11:30:00,Normalen promet
R1-225,Mengeš - Duplica360629.15.301.06.2026 11:30:00Normalen promet,Mengeš - Duplica,360,62,9.1,5.3,01.06.2026 11:30:00,Normalen promet
R1-225,Letuš 2Letuš - Soteska1925028.03.001.06.2026 11:35:00Normalen promet,Letuš - Soteska,192,50,28.0,3.0,01.06.2026 11:35:00,Normalen promet
R1-225,Soteska - Letuš2044810.24.501.06.2026 11:35:00Normalen promet,Soteska - Letuš,204,48,10.2,4.5,01.06.2026 11:35:00,Normalen promet
R1-225,KamnikDuplica - Kamnik000.00.025.01.2025 10:40:00Ni podatka,Duplica - Kamnik,0,0,0.0,0.0,25.01.2025 10:40:00,Ni podatka
R1-225,Kamnik - Duplica000.00.025.01.2025 10:40:00Ni podatka,Kamnik - Duplica,0,0,0.0,0.0,25.01.2025 10:40:00,Ni podatka
R1-225,Orla vasParižlje - Šentrupert3606010.35.701.06.2026 11:35:00Normalen promet,Parižlje - Šentrupert,360,60,10.3,5.7,01.06.2026 11:35:00,Normalen promet
R1-225,Šentrupert - Parižlje3006511.14.301.06.2026 11:35:00Normalen promet,Šentrupert - Parižlje,300,65,11.1,4.3,01.06.2026 11:35:00,Normalen promet
R1-225,LjubijaMozirje - Soteska3124210.67.401.06.2026 11:30:00Normalen promet,Mozirje - Soteska,312,42,10.6,7.4,01.06.2026 11:30:00,Normalen promet
R1-225,Soteska - Mozirje2404113.75.601.06.2026 11:30:00Normalen promet,Soteska - Mozirje,240,41,13.7,5.6,01.06.2026 11:30:00,Normalen promet
R1-227,BrdinjeKotlje - Ravne1564719.02.801.06.2026 11:30:00Normalen promet,Kotlje - Ravne,156,47,19.0,2.8,01.06.2026 11:30:00,Normalen promet
R1-227,Ravne - Kotlje2524413.64.401.06.2026 11:30:00Normalen promet,Ravne - Kotlje,252,44,13.6,4.4,01.06.2026 11:30:00,Normalen promet
R1-227,Stari trg pri SGKotlje - Stari trg1685422.32.401.06.2026 11:35:00Normalen promet,Kotlje - Stari trg,168,54,22.3,2.4,01.06.2026 11:35:00,Normalen promet
R1-227,Stari trg - Kotlje2524713.54.201.06.2026 11:35:00Normalen promet,Stari trg - Kotlje,252,47,13.5,4.2,01.06.2026 11:35:00,Normalen promet
R1-228,MP ZavrčBorl - MP Zavrč (vsi)844344.91.801.06.2026 11:30:00Normalen promet,Borl - MP Zavrč (vsi),84,43,44.9,1.8,01.06.2026 11:30:00,Normalen promet
R1-228,MP Zavrč - Borl724153.92.101.06.2026 11:30:00Normalen promet,MP Zavrč - Borl,72,41,53.9,2.1,01.06.2026 11:30:00,Normalen promet
R1-228,MP Zavrč - Borl (tovorni)000.00.027.02.2025 10:50:00Ni podatka,MP Zavrč - Borl (tovorni),0,0,0.0,0.0,27.02.2025 10:50:00,Ni podatka
R1-228,StojnciMP Zavrč - Spuhlja846839.41.001.06.2026 11:35:00Normalen promet,MP Zavrč - Spuhlja,84,68,39.4,1.0,01.06.2026 11:35:00,Normalen promet
R1-228,Spuhlja - MP Zavrč1566425.02.401.06.2026 11:35:00Normalen promet,Spuhlja - MP Zavrč,156,64,25.0,2.4,01.06.2026 11:35:00,Normalen promet
R1-229,GočovaGomilci - Senarska1445523.32.301.06.2026 11:30:00Normalen promet,Gomilci - Senarska,144,55,23.3,2.3,01.06.2026 11:30:00,Normalen promet
R1-229,Senarska - Gomilci1445621.32.301.06.2026 11:30:00Normalen promet,Senarska - Gomilci,144,56,21.3,2.3,01.06.2026 11:30:00,Normalen promet
R1-229,Nova vas pri PtujuJanežovci - Rogoznica2525614.63.701.06.2026 11:30:00Normalen promet,Janežovci - Rogoznica,252,56,14.6,3.7,01.06.2026 11:30:00,Normalen promet
R1-229,Rogoznica - Janežovci2405714.13.901.06.2026 11:30:00Normalen promet,Rogoznica - Janežovci,240,57,14.1,3.9,01.06.2026 11:30:00,Normalen promet
R1-229,PtujPtuj - Rogoznica2285413.03.401.06.2026 11:30:00Normalen promet,Ptuj - Rogoznica,228,54,13.0,3.4,01.06.2026 11:30:00,Normalen promet
R1-229,Rogoznica - Ptuj2405015.14.001.06.2026 11:30:00Normalen promet,Rogoznica - Ptuj,240,50,15.1,4.0,01.06.2026 11:30:00,Normalen promet
R1-230,OrmožIzstop iz Slo1441733.76.801.06.2026 11:35:00Normalen promet,Izstop iz Slo,144,17,33.7,6.8,01.06.2026 11:35:00,Normalen promet
R1-230,Vstop v Slo962741.72.801.06.2026 11:35:00Normalen promet,Vstop v Slo,96,27,41.7,2.8,01.06.2026 11:35:00,Normalen promet
R1-230,RadenciRadenci - Vučja vas1445327.52.601.06.2026 11:35:00Normalen promet,Radenci - Vučja vas,144,53,27.5,2.6,01.06.2026 11:35:00,Normalen promet
R1-230,Vučja vas - Radenci965732.81.601.06.2026 11:35:00Normalen promet,Vučja vas - Radenci,96,57,32.8,1.6,01.06.2026 11:35:00,Normalen promet
R1-230,NoršinciKriževci - Ljutomer2285213.64.801.06.2026 11:35:00Normalen promet,Križevci - Ljutomer,228,52,13.6,4.8,01.06.2026 11:35:00,Normalen promet
R1-230,Ljutomer - Križevci1444623.22.901.06.2026 11:35:00Normalen promet,Ljutomer - Križevci,144,46,23.2,2.9,01.06.2026 11:35:00,Normalen promet
R1-230,IvanjkovciLjutomer - Ormož1204827.03.101.06.2026 11:30:00Normalen promet,Ljutomer - Ormož,120,48,27.0,3.1,01.06.2026 11:30:00,Normalen promet
R1-230,Ormož - Ljutomer1086237.71.801.06.2026 11:30:00Normalen promet,Ormož - Ljutomer,108,62,37.7,1.8,01.06.2026 11:30:00,Normalen promet
R1-230,PavlovciOrmož - Pavlovci2166115.13.601.06.2026 11:30:00Normalen promet,Ormož - Pavlovci,216,61,15.1,3.6,01.06.2026 11:30:00,Normalen promet
R1-230,Pavlovci - Ormož1445524.12.001.06.2026 11:30:00Normalen promet,Pavlovci - Ormož,144,55,24.1,2.0,01.06.2026 11:30:00,Normalen promet
R1-230,IljaševciKriževci - Vučja vas1326624.21.501.06.2026 11:35:00Normalen promet,Križevci - Vučja vas,132,66,24.2,1.5,01.06.2026 11:35:00,Normalen promet
R1-230,Vučja vas - Križevci725644.51.001.06.2026 11:35:00Normalen promet,Vučja vas - Križevci,72,56,44.5,1.0,01.06.2026 11:35:00,Normalen promet
R1-230,MT Gornja RadgonaG. Radgona - most čez Muro2523012.98.201.06.2026 11:30:00Normalen promet,G. Radgona - most čez Muro,252,30,12.9,8.2,01.06.2026 11:30:00,Normalen promet
R1-230,most čez Muro - G. Radgona2043217.94.801.06.2026 11:30:00Normalen promet,most čez Muro - G. Radgona,204,32,17.9,4.8,01.06.2026 11:30:00,Normalen promet
R1-230,ŠratovciGornja Radgona - Radenci2884914.15.301.06.2026 11:30:00Normalen promet,Gornja Radgona - Radenci,288,49,14.1,5.3,01.06.2026 11:30:00,Normalen promet
R1-230,Radenci - Gornja Radgona3124412.16.401.06.2026 11:30:00Normalen promet,Radenci - Gornja Radgona,312,44,12.1,6.4,01.06.2026 11:30:00,Normalen promet
R1-231,MP GibinaHrvaška - Razkrižje124259.70.201.06.2026 11:35:00Normalen promet,Hrvaška - Razkrižje,12,42,59.7,0.2,01.06.2026 11:35:00,Normalen promet
R1-231,Razkrižje - Hrvaška1255352.40.101.06.2026 11:35:00Normalen promet,Razkrižje - Hrvaška,12,55,352.4,0.1,01.06.2026 11:35:00,Normalen promet
R1-231,Stročja vasLjutomer - Stročja vas724948.51.101.06.2026 11:25:00Normalen promet,Ljutomer - Stročja vas,72,49,48.5,1.1,01.06.2026 11:25:00,Normalen promet
R1-231,Stročja vas - Ljutomer965377.41.501.06.2026 11:25:00Normalen promet,Stročja vas - Ljutomer,96,53,77.4,1.5,01.06.2026 11:25:00,Normalen promet
R1-232,VanečaMačkovci - Martjanci1926318.92.801.06.2026 11:35:00Normalen promet,Mačkovci - Martjanci,192,63,18.9,2.8,01.06.2026 11:35:00,Normalen promet
R1-232,Martjanci - Mačkovci1086333.71.501.06.2026 11:35:00Normalen promet,Martjanci - Mačkovci,108,63,33.7,1.5,01.06.2026 11:35:00,Normalen promet
R1-232,Murska Sobota (Bakša)Lipovci - Murska Sobota492606.66.801.06.2026 11:35:00Povečan promet,Lipovci - Murska Sobota,492,60,6.6,6.8,01.06.2026 11:35:00,Povečan promet
R1-232,Murska Sobota - Lipovci444567.77.301.06.2026 11:35:00Povečan promet,Murska Sobota - Lipovci,444,56,7.7,7.3,01.06.2026 11:35:00,Povečan promet
R1-232,MT HodošMadžarska - Petrovci1280198.50.101.06.2026 11:30:00Normalen promet,Madžarska - Petrovci,12,80,198.5,0.1,01.06.2026 11:30:00,Normalen promet
R1-232,Petrovci - Madžarska00999.90.001.06.2026 11:30:00Ni prometa,Petrovci - Madžarska,0,0,999.9,0.0,01.06.2026 11:30:00,Ni prometa
R1-232,PeskovciHodoš - M. Sobota2489188.80.201.06.2026 11:30:00Normalen promet,Hodoš - M. Sobota,24,89,188.8,0.2,01.06.2026 11:30:00,Normalen promet
R1-232,M. Sobota - Hodoš4891119.40.401.06.2026 11:30:00Normalen promet,M. Sobota - Hodoš,48,91,119.4,0.4,01.06.2026 11:30:00,Normalen promet
R1-232,Murska Sobota severMartjanci - Murska Sobota sever600315.017.301.06.2026 11:35:00Povečan promet,Martjanci - Murska Sobota sever,600,31,5.0,17.3,01.06.2026 11:35:00,Povečan promet
R1-232,Murska Sobota - Martjanci492386.610.801.06.2026 11:35:00Povečan promet,Murska Sobota - Martjanci,492,38,6.6,10.8,01.06.2026 11:35:00,Povečan promet
R1-234,DoleDole - Dramlje348519.85.501.06.2026 11:30:00Normalen promet,Dole - Dramlje,348,51,9.8,5.5,01.06.2026 11:30:00,Normalen promet
R1-234,Dramlje - Dole3125210.96.001.06.2026 11:30:00Normalen promet,Dramlje - Dole,312,52,10.9,6.0,01.06.2026 11:30:00,Normalen promet
R1-234,LokarjeDole - Šentjur504486.49.701.06.2026 11:35:00Povečan promet,Dole - Šentjur,504,48,6.4,9.7,01.06.2026 11:35:00,Povečan promet
R1-234,Šentjur - Dole468456.89.301.06.2026 11:35:00Povečan promet,Šentjur - Dole,468,45,6.8,9.3,01.06.2026 11:35:00,Povečan promet
R1-235,PetanjciPetanjci - Radenci1205928.41.601.06.2026 11:35:00Normalen promet,Petanjci - Radenci,120,59,28.4,1.6,01.06.2026 11:35:00,Normalen promet
R1-235,Radenci - Petanjci1445623.42.201.06.2026 11:35:00Normalen promet,Radenci - Petanjci,144,56,23.4,2.2,01.06.2026 11:35:00,Normalen promet
R1-235,MS KrogM.Sobota (Gaj) - Priklj. M. Sobo1325428.62.801.06.2026 11:30:00Normalen promet,M.Sobota (Gaj) - Priklj. M. Sobo,132,54,28.6,2.8,01.06.2026 11:30:00,Normalen promet
R1-235,Priklj. M.Sobota - M. Sobota (Ga1326027.22.101.06.2026 11:30:00Normalen promet,Priklj. M.Sobota - M. Sobota (Ga,132,60,27.2,2.1,01.06.2026 11:30:00,Normalen promet
R1-235,TropovciM. Sobota (Gaj) - Petanjci1925917.82.701.06.2026 11:35:00Normalen promet,M. Sobota (Gaj) - Petanjci,192,59,17.8,2.7,01.06.2026 11:35:00,Normalen promet
R1-235,Petanjci - M. Sobota (Gaj)2045818.73.001.06.2026 11:35:00Normalen promet,Petanjci - M. Sobota (Gaj),204,58,18.7,3.0,01.06.2026 11:35:00,Normalen promet
R1-235,MS VZH obvoznicaMS jug - MS vzhod1682618.56.001.06.2026 11:30:00Normalen promet,MS jug - MS vzhod,168,26,18.5,6.0,01.06.2026 11:30:00,Normalen promet
R1-235,MS vzhod - MS jug1683817.84.201.06.2026 11:30:00Normalen promet,MS vzhod - MS jug,168,38,17.8,4.2,01.06.2026 11:30:00,Normalen promet
R1-235,MS GajMurska Sobota - Radenci1806117.92.801.06.2026 11:35:00Normalen promet,Murska Sobota - Radenci,180,61,17.9,2.8,01.06.2026 11:35:00,Normalen promet
R1-235,Radenci - Murska Sobota967248.91.301.06.2026 11:35:00Normalen promet,Radenci - Murska Sobota,96,72,48.9,1.3,01.06.2026 11:35:00,Normalen promet
R1-240,Volčja DragaŠempeter - Volčja Draga432578.16.101.06.2026 11:35:00Normalen promet,Šempeter - Volčja Draga,432,57,8.1,6.1,01.06.2026 11:35:00,Normalen promet
R1-240,Volčja Draga - Šempeter3125710.24.401.06.2026 11:35:00Normalen promet,Volčja Draga - Šempeter,312,57,10.2,4.4,01.06.2026 11:35:00,Normalen promet
R2-402,PodsabotinGonjače - Solkan368383.00.301.06.2026 11:35:00Normalen promet,Gonjače - Solkan,36,83,83.0,0.3,01.06.2026 11:35:00,Normalen promet
R2-402,MP NebloMT Neblo - Neblo000.00.001.06.2026 10:40:00Ni podatka,MT Neblo - Neblo,0,0,0.0,0.0,01.06.2026 10:40:00,Ni podatka
R2-402,Neblo - MT Neblo000.00.001.06.2026 10:40:00Ni podatka,Neblo - MT Neblo,0,0,0.0,0.0,01.06.2026 10:40:00,Ni podatka
