Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
R3-694,Breg pri PolzeliDobrteša vas - Polzela2885412.24.501.06.2026 10:00:00Normalen promet,Dobrteša vas - Polzela,288,54,12.2,4.5,01.06.2026 10:00:00,Normalen promet
,Polzela - Dobrteša vas468497.17.901.06.2026 10:00:00Normalen promet,Polzela - Dobrteša vas,468,49,7.1,7.9,01.06.2026 10:00:00,Normalen promet
R3-695,GorenjeGorenje  - Mozirje1443820.83.901.06.2026 10:00:00Normalen promet,Gorenje  - Mozirje,144,38,20.8,3.9,01.06.2026 10:00:00,Normalen promet
,Mozirje - Gorenje1084232.02.601.06.2026 10:00:00Normalen promet,Mozirje - Gorenje,108,42,32.0,2.6,01.06.2026 10:00:00,Normalen promet
R3-696,VelenjeŠkale - Velenje1685017.72.601.06.2026 10:00:00Normalen promet,Škale - Velenje,168,50,17.7,2.6,01.06.2026 10:00:00,Normalen promet
,Velenje - Škale1324922.92.301.06.2026 10:00:00Normalen promet,Velenje - Škale,132,49,22.9,2.3,01.06.2026 10:00:00,Normalen promet
R3-700,OplotnicaOplotnica - Slovenske Konjice2450135.40.401.06.2026 10:00:00Normalen promet,Oplotnica - Slovenske Konjice,24,50,135.4,0.4,01.06.2026 10:00:00,Normalen promet
,Slovenske Konjice - Oplotnica244994.60.301.06.2026 10:00:00Normalen promet,Slovenske Konjice - Oplotnica,24,49,94.6,0.3,01.06.2026 10:00:00,Normalen promet
R3-700,LožnicaLožnica - Oplotnica2046218.32.701.06.2026 09:55:00Normalen promet,Ložnica - Oplotnica,204,62,18.3,2.7,01.06.2026 09:55:00,Normalen promet
,Oplotnica - Ložnica967128.71.001.06.2026 09:55:00Normalen promet,Oplotnica - Ložnica,96,71,28.7,1.0,01.06.2026 09:55:00,Normalen promet
R3-701,Lovrenc na PohorjuLovrenc na Pohorju - Ruta486733.10.501.06.2026 10:00:00Normalen promet,Lovrenc na Pohorju - Ruta,48,67,33.1,0.5,01.06.2026 10:00:00,Normalen promet
,Ruta - Lovrenc na Pohorju367280.90.401.06.2026 10:00:00Normalen promet,Ruta - Lovrenc na Pohorju,36,72,80.9,0.4,01.06.2026 10:00:00,Normalen promet
R3-701,ZrečeZeče - Zreče2645213.15.101.06.2026 10:00:00Normalen promet,Zeče - Zreče,264,52,13.1,5.1,01.06.2026 10:00:00,Normalen promet
,Zreče - Zeče396648.24.901.06.2026 10:00:00Normalen promet,Zreče - Zeče,396,64,8.2,4.9,01.06.2026 10:00:00,Normalen promet
R3-701,BoharinaRogla - Zreče2441456.00.901.06.2026 10:00:00Normalen promet,Rogla - Zreče,24,41,456.0,0.9,01.06.2026 10:00:00,Normalen promet
,Zreče - Rogla00999.90.001.06.2026 10:00:00Ni prometa,Zreče - Rogla,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
R3-704,VuhredRibnica na Pohorju - Vuhred1254223.90.101.06.2026 10:00:00Normalen promet,Ribnica na Pohorju - Vuhred,12,54,223.9,0.1,01.06.2026 10:00:00,Normalen promet
,Vuhred - Ribnica na Pohorju246473.80.301.06.2026 10:00:00Normalen promet,Vuhred - Ribnica na Pohorju,24,64,73.8,0.3,01.06.2026 10:00:00,Normalen promet
R3-704,Janževski vrhBrezno - Ribnica1249342.30.101.06.2026 09:50:00Normalen promet,Brezno - Ribnica,12,49,342.3,0.1,01.06.2026 09:50:00,Normalen promet
,Ribnica - Brezno3646104.30.601.06.2026 09:50:00Normalen promet,Ribnica - Brezno,36,46,104.3,0.6,01.06.2026 09:50:00,Normalen promet
R3-709,CelestrinaMB (Malečnik) - Pernica724777.31.301.06.2026 10:00:00Normalen promet,MB (Malečnik) - Pernica,72,47,77.3,1.3,01.06.2026 10:00:00,Normalen promet
,Pernica - MB (Malečnik)845539.81.201.06.2026 10:00:00Normalen promet,Pernica - MB (Malečnik),84,55,39.8,1.2,01.06.2026 10:00:00,Normalen promet
R3-709,MalečnikMalečnik - MB (Malečnik-most)1804717.32.901.06.2026 09:40:00Normalen promet,Malečnik - MB (Malečnik-most),180,47,17.3,2.9,01.06.2026 09:40:00,Normalen promet
,MB (Malečnik-most) - Malečnik1805918.32.501.06.2026 09:40:00Normalen promet,MB (Malečnik-most) - Malečnik,180,59,18.3,2.5,01.06.2026 09:40:00,Normalen promet
R3-710,DogošeDvorjane - Maribor2165217.83.301.06.2026 10:00:00Normalen promet,Dvorjane - Maribor,216,52,17.8,3.3,01.06.2026 10:00:00,Normalen promet
,Maribor - Dvorjane2524914.84.701.06.2026 10:00:00Normalen promet,Maribor - Dvorjane,252,49,14.8,4.7,01.06.2026 10:00:00,Normalen promet
R3-710,VurberkDvorjane - Ptuj366197.70.401.06.2026 10:00:00Normalen promet,Dvorjane - Ptuj,36,61,97.7,0.4,01.06.2026 10:00:00,Normalen promet
,Ptuj - Dvorjane964744.61.701.06.2026 10:00:00Normalen promet,Ptuj - Dvorjane,96,47,44.6,1.7,01.06.2026 10:00:00,Normalen promet
R3-710,Ptuj zahodHajdina - Ptuj540486.19.601.06.2026 10:00:00Povečan promet,Hajdina - Ptuj,540,48,6.1,9.6,01.06.2026 10:00:00,Povečan promet
,Ptuj - Hajdina372468.17.601.06.2026 10:00:00Normalen promet,Ptuj - Hajdina,372,46,8.1,7.6,01.06.2026 10:00:00,Normalen promet
R3-710,Turnišče 2Hajdina - Turnišče485176.11.001.06.2026 09:55:00Normalen promet,Hajdina - Turnišče,48,51,76.1,1.0,01.06.2026 09:55:00,Normalen promet
,Turnišče - Hajdina245525.80.301.06.2026 09:55:00Normalen promet,Turnišče - Hajdina,24,55,25.8,0.3,01.06.2026 09:55:00,Normalen promet
R3-711,RačeFram - Rače1924818.13.101.06.2026 10:00:00Normalen promet,Fram - Rače,192,48,18.1,3.1,01.06.2026 10:00:00,Normalen promet
,Rače - Fram2884214.35.701.06.2026 10:00:00Normalen promet,Rače - Fram,288,42,14.3,5.7,01.06.2026 10:00:00,Normalen promet
R3-712,PacinjeGabernik - Rogoznica606355.30.701.06.2026 10:00:00Normalen promet,Gabernik - Rogoznica,60,63,55.3,0.7,01.06.2026 10:00:00,Normalen promet
,Rogoznica - Gabernik3669121.30.401.06.2026 10:00:00Normalen promet,Rogoznica - Gabernik,36,69,121.3,0.4,01.06.2026 10:00:00,Normalen promet
R3-713,Rogoznicakrižišče Spuhlja - Ptuj2884311.85.501.06.2026 10:00:00Normalen promet,križišče Spuhlja - Ptuj,288,43,11.8,5.5,01.06.2026 10:00:00,Normalen promet
,Ptuj - križišče Spuhlja456447.88.701.06.2026 10:00:00Povečan promet,Ptuj - križišče Spuhlja,456,44,7.8,8.7,01.06.2026 10:00:00,Povečan promet
R3-713,DornavaDornava - Ptuj1088331.01.001.06.2026 09:50:00Normalen promet,Dornava - Ptuj,108,83,31.0,1.0,01.06.2026 09:50:00,Normalen promet
,Ptuj - Dornava1567919.21.601.06.2026 09:50:00Normalen promet,Ptuj - Dornava,156,79,19.2,1.6,01.06.2026 09:50:00,Normalen promet
R3-714,Spodnji Ivanjci 2G.Radgona - Sp.Ivanjci725150.91.201.06.2026 10:00:00Normalen promet,G.Radgona - Sp.Ivanjci,72,51,50.9,1.2,01.06.2026 10:00:00,Normalen promet
,Sp.Ivanjci - G.Radgona1261358.30.101.06.2026 10:00:00Normalen promet,Sp.Ivanjci - G.Radgona,12,61,358.3,0.1,01.06.2026 10:00:00,Normalen promet
R3-715,MarkišavciGorica - MS1203831.82.401.06.2026 10:00:00Normalen promet,Gorica - MS,120,38,31.8,2.4,01.06.2026 10:00:00,Normalen promet
,MS - Gorica964438.11.901.06.2026 10:00:00Normalen promet,MS - Gorica,96,44,38.1,1.9,01.06.2026 10:00:00,Normalen promet
R3-716,BodonciGrad - Lemerje00999.90.001.06.2026 10:00:00Ni prometa,Grad - Lemerje,0,0,999.9,0.0,01.06.2026 10:00:00,Ni prometa
,Lemerje - Grad2454192.40.301.06.2026 10:00:00Normalen promet,Lemerje - Grad,24,54,192.4,0.3,01.06.2026 10:00:00,Normalen promet
R3-725,Ljubečna 2AC - Ljubečna1324127.12.901.06.2026 10:00:00Normalen promet,AC - Ljubečna,132,41,27.1,2.9,01.06.2026 10:00:00,Normalen promet
,Ljubečna - AC2284614.94.201.06.2026 10:00:00Normalen promet,Ljubečna - AC,228,46,14.9,4.2,01.06.2026 10:00:00,Normalen promet
R3-726,Miklavž pri OrmožuPavlovci - Stročja vas1260218.70.101.06.2026 10:00:00Normalen promet,Pavlovci - Stročja vas,12,60,218.7,0.1,01.06.2026 10:00:00,Normalen promet
,Stročja vas - Pavlovci2448189.20.301.06.2026 10:00:00Normalen promet,Stročja vas - Pavlovci,24,48,189.2,0.3,01.06.2026 10:00:00,Normalen promet
R3-726,TurniščeČrenšovci - Renkovci1564024.93.701.06.2026 10:00:00Normalen promet,Črenšovci - Renkovci,156,40,24.9,3.7,01.06.2026 10:00:00,Normalen promet
,Renkovci - Črenšovci604867.71.001.06.2026 10:00:00Normalen promet,Renkovci - Črenšovci,60,48,67.7,1.0,01.06.2026 10:00:00,Normalen promet
R3-726,Srednja BistricaČrenšovci - Razkrižje724047.81.901.06.2026 10:00:00Normalen promet,Črenšovci - Razkrižje,72,40,47.8,1.9,01.06.2026 10:00:00,Normalen promet
,Razkrižje - Črenšovci1444625.53.001.06.2026 10:00:00Normalen promet,Razkrižje - Črenšovci,144,46,25.5,3.0,01.06.2026 10:00:00,Normalen promet
R3-728,IgIg - Škofljica1924020.94.201.06.2026 10:00:00Normalen promet,Ig - Škofljica,192,40,20.9,4.2,01.06.2026 10:00:00,Normalen promet
,Škofljica - Ig724244.01.501.06.2026 10:00:00Normalen promet,Škofljica - Ig,72,42,44.0,1.5,01.06.2026 10:00:00,Normalen promet
R3-729,BeltinciBeltinci - Lipa604650.81.101.06.2026 09:55:00Normalen promet,Beltinci - Lipa,60,46,50.8,1.1,01.06.2026 09:55:00,Normalen promet
,Lipa - Beltinci604775.80.901.06.2026 09:55:00Normalen promet,Lipa - Beltinci,60,47,75.8,0.9,01.06.2026 09:55:00,Normalen promet
R3-733,Dolenjske TopliceDolenjske Toplice - Vavta vas724931.91.301.06.2026 09:55:00Normalen promet,Dolenjske Toplice - Vavta vas,72,49,31.9,1.3,01.06.2026 09:55:00,Normalen promet
,Vavta vas - Dolenjske Toplice1444525.02.801.06.2026 09:55:00Normalen promet,Vavta vas - Dolenjske Toplice,144,45,25.0,2.8,01.06.2026 09:55:00,Normalen promet
R3-737,PodovaRače - Šikole487077.50.701.06.2026 09:55:00Normalen promet,Rače - Šikole,48,70,77.5,0.7,01.06.2026 09:55:00,Normalen promet
,Šikole - Rače847140.10.901.06.2026 09:55:00Normalen promet,Šikole - Rače,84,71,40.1,0.9,01.06.2026 09:55:00,Normalen promet
R3-741,Spodnje Škofijerondo - Škofije2404214.94.901.06.2026 10:00:00Normalen promet,rondo - Škofije,240,42,14.9,4.9,01.06.2026 10:00:00,Normalen promet
,Škofije - rondo408508.26.101.06.2026 10:00:00Povečan promet,Škofije - rondo,408,50,8.2,6.1,01.06.2026 10:00:00,Povečan promet
R3-741,Priključek ŠkofijeIzvoz iz Italije962043.23.401.06.2026 09:55:00Normalen promet,Izvoz iz Italije,96,20,43.2,3.4,01.06.2026 09:55:00,Normalen promet
,Uvoz proti KP362691.71.101.06.2026 09:55:00Normalen promet,Uvoz proti KP,36,26,91.7,1.1,01.06.2026 09:55:00,Normalen promet
R3-741,BertokiBertoki - Koper2165514.53.001.06.2026 10:00:00Normalen promet,Bertoki - Koper,216,55,14.5,3.0,01.06.2026 10:00:00,Normalen promet
,Koper - Bertoki2525314.23.801.06.2026 10:00:00Normalen promet,Koper - Bertoki,252,53,14.2,3.8,01.06.2026 10:00:00,Normalen promet
R3-742,Brezovica 2Brezovica - Podpeč1564728.72.701.06.2026 10:00:00Normalen promet,Brezovica - Podpeč,156,47,28.7,2.7,01.06.2026 10:00:00,Normalen promet
,Podpeč - Brezovica1084531.91.801.06.2026 10:00:00Normalen promet,Podpeč - Brezovica,108,45,31.9,1.8,01.06.2026 10:00:00,Normalen promet
R3-742,Notranje GoriceBrezovica - Podpeč1204927.92.201.06.2026 10:00:00Normalen promet,Brezovica - Podpeč,120,49,27.9,2.2,01.06.2026 10:00:00,Normalen promet
,Podpeč - Brezovica2524716.35.001.06.2026 10:00:00Normalen promet,Podpeč - Brezovica,252,47,16.3,5.0,01.06.2026 10:00:00,Normalen promet
R3-752,LjubečnaAC - Celje2885812.44.701.06.2026 10:00:00Normalen promet,AC - Celje,288,58,12.4,4.7,01.06.2026 10:00:00,Normalen promet
,Celje - AC2165615.23.701.06.2026 10:00:00Normalen promet,Celje - AC,216,56,15.2,3.7,01.06.2026 10:00:00,Normalen promet
RT-292,Hočko PohorjeHoče - Pohorje1242605.80.301.06.2026 10:00:00Normalen promet,Hoče - Pohorje,12,42,605.8,0.3,01.06.2026 10:00:00,Normalen promet
,Pohorje - Hoče244997.10.301.06.2026 10:00:00Normalen promet,Pohorje - Hoče,24,49,97.1,0.3,01.06.2026 10:00:00,Normalen promet
RT-905,KrnicaKrnica - Zatrnik484164.60.901.06.2026 10:00:00Normalen promet,Krnica - Zatrnik,48,41,64.6,0.9,01.06.2026 10:00:00,Normalen promet
,Zatrnik - Krnica363989.90.801.06.2026 10:00:00Normalen promet,Zatrnik - Krnica,36,39,89.9,0.8,01.06.2026 10:00:00,Normalen promet
RT-928,MozirjeGolte - Mozirje485992.20.601.06.2026 10:00:00Normalen promet,Golte - Mozirje,48,59,92.2,0.6,01.06.2026 10:00:00,Normalen promet
,Mozirje - Golte366064.20.501.06.2026 10:00:00Normalen promet,Mozirje - Golte,36,60,64.2,0.5,01.06.2026 10:00:00,Normalen promet
RT-929,Spodnje HočeSp. Hoče - Zg. Hoče1084841.21.601.06.2026 10:00:00Normalen promet,Sp. Hoče - Zg. Hoče,108,48,41.2,1.6,01.06.2026 10:00:00,Normalen promet
,Zg. Hoče - Sp. Hoče1445120.02.101.06.2026 10:00:00Normalen promet,Zg. Hoče - Sp. Hoče,144,51,20.0,2.1,01.06.2026 10:00:00,Normalen promet
RT-934,Sežana 2Lipica - Sežana725749.01.001.06.2026 10:00:00Normalen promet,Lipica - Sežana,72,57,49.0,1.0,01.06.2026 10:00:00,Normalen promet
,Sežana - Lipica726373.80.801.06.2026 10:00:00Normalen promet,Sežana - Lipica,72,63,73.8,0.8,01.06.2026 10:00:00,Normalen promet
RT-941,Kapelski vrhRadenci - Videm604936.70.901.06.2026 10:00:00Normalen promet,Radenci - Videm,60,49,36.7,0.9,01.06.2026 10:00:00,Normalen promet
,Videm - Radenci364679.00.801.06.2026 10:00:00Normalen promet,Videm - Radenci,36,46,79.0,0.8,01.06.2026 10:00:00,Normalen promet
AC-A1,R Zadobrova(MB-LJsev)MB-LJsev (v)552926.35.501.06.2026 10:10:00Povečan promet,MB-LJsev (v),552,92,6.3,5.5,01.06.2026 10:10:00,Povečan promet
,MB-LJsev (p)540886.76.401.06.2026 10:10:00Povečan promet,MB-LJsev (p),540,88,6.7,6.4,01.06.2026 10:10:00,Povečan promet
AC-A1,R Zadobrova(LJsev-MB)LJsev-MB (v)588855.97.301.06.2026 10:10:00Povečan promet,LJsev-MB (v),588,85,5.9,7.3,01.06.2026 10:10:00,Povečan promet
,LJsev-MB (p)2769712.12.401.06.2026 10:10:00Normalen promet,LJsev-MB (p),276,97,12.1,2.4,01.06.2026 10:10:00,Normalen promet
AC-A1,R Zadobrova(LJsev-LJvzh)LJsev-LJvzh (v)684814.97.901.06.2026 10:10:00Povečan promet,LJsev-LJvzh (v),684,81,4.9,7.9,01.06.2026 10:10:00,Povečan promet
,LJsev-LJvzh (p)468907.44.201.06.2026 10:10:00Normalen promet,LJsev-LJvzh (p),468,90,7.4,4.2,01.06.2026 10:10:00,Normalen promet
AC-A1,R Zadobrova(LJvzh-LJsev)LJvzh - LJsev (v)612875.96.601.06.2026 10:10:00Povečan promet,LJvzh - LJsev (v),612,87,5.9,6.6,01.06.2026 10:10:00,Povečan promet
,LJvzh - LJsev (p)4321058.43.401.06.2026 10:10:00Normalen promet,LJvzh - LJsev (p),432,105,8.4,3.4,01.06.2026 10:10:00,Normalen promet
AC-A1,Zadobrova ACsmer LJvzh (v)000.00.001.06.2026 10:10:00Ni podatka,smer LJvzh (v),0,0,0.0,0.0,01.06.2026 10:10:00,Ni podatka
,smer LJvzh (p)000.00.001.06.2026 10:10:00Ni podatka,smer LJvzh (p),0,0,0.0,0.0,01.06.2026 10:10:00,Ni podatka
,smer MB (v)780684.211.801.06.2026 10:10:00Zgoščen promet,smer MB (v),780,68,4.2,11.8,01.06.2026 10:10:00,Zgoščen promet
,smer MB (p)3608511.53.501.06.2026 10:10:00Normalen promet,smer MB (p),360,85,11.5,3.5,01.06.2026 10:10:00,Normalen promet
AC-A1,Gotovljesmer LJ (v)8761044.39.001.06.2026 10:10:00Povečan promet,smer LJ (v),876,104,4.3,9.0,01.06.2026 10:10:00,Povečan promet
,smer LJ (p)6121275.94.001.06.2026 10:10:00Povečan promet,smer LJ (p),612,127,5.9,4.0,01.06.2026 10:10:00,Povečan promet
,smer MB (v)876944.111.901.06.2026 10:10:00Zgoščen promet,smer MB (v),876,94,4.1,11.9,01.06.2026 10:10:00,Zgoščen promet
,smer MB (p)6361186.54.601.06.2026 10:10:00Povečan promet,smer MB (p),636,118,6.5,4.6,01.06.2026 10:10:00,Povečan promet
AC-A1,Podmiljsmer LJ (v)840934.511.001.06.2026 10:10:00Zgoščen promet,smer LJ (v),840,93,4.5,11.0,01.06.2026 10:10:00,Zgoščen promet
,smer LJ (p)4081138.43.101.06.2026 10:10:00Normalen promet,smer LJ (p),408,113,8.4,3.1,01.06.2026 10:10:00,Normalen promet
,smer MB (po)1808016.44.101.06.2026 10:10:00Normalen promet,smer MB (po),180,80,16.4,4.1,01.06.2026 10:10:00,Normalen promet
,smer MB (v)7201045.06.901.06.2026 10:10:00Povečan promet,smer MB (v),720,104,5.0,6.9,01.06.2026 10:10:00,Povečan promet
,smer MB (p)5761187.54.001.06.2026 10:10:00Normalen promet,smer MB (p),576,118,7.5,4.0,01.06.2026 10:10:00,Normalen promet
AC-A1,Verd ACsmer KP (v)900953.59.801.06.2026 10:10:00Povečan promet,smer KP (v),900,95,3.5,9.8,01.06.2026 10:10:00,Povečan promet
,smer KP (p)15361052.511.501.06.2026 10:10:00Povečan promet,smer KP (p),1536,105,2.5,11.5,01.06.2026 10:10:00,Povečan promet
,smer KP (po)360747.99.801.06.2026 10:10:00Povečan promet,smer KP (po),360,74,7.9,9.8,01.06.2026 10:10:00,Povečan promet
,smer LJ (v)7681064.98.401.06.2026 10:10:00Povečan promet,smer LJ (v),768,106,4.9,8.4,01.06.2026 10:10:00,Povečan promet
,smer LJ (p)9001294.35.701.06.2026 10:10:00Povečan promet,smer LJ (p),900,129,4.3,5.7,01.06.2026 10:10:00,Povečan promet
AC-A1,R KozarjeKP-LJjug (v)1284812.414.701.06.2026 10:10:00Zgoščen promet,KP-LJjug (v),1284,81,2.4,14.7,01.06.2026 10:10:00,Zgoščen promet
,KP-LJjug (p)1689836.11.001.06.2026 10:10:00Normalen promet,KP-LJjug (p),168,98,36.1,1.0,01.06.2026 10:10:00,Normalen promet
,LJjug-KP (v)648875.89.301.06.2026 10:10:00Povečan promet,LJjug-KP (v),648,87,5.8,9.3,01.06.2026 10:10:00,Povečan promet
,LJjug-KP (p)6121055.64.801.06.2026 10:10:00Povečan promet,LJjug-KP (p),612,105,5.6,4.8,01.06.2026 10:10:00,Povečan promet
AC-A1,R MalenceLJjug-LJvzh (v)444758.26.501.06.2026 10:10:00Normalen promet,LJjug-LJvzh (v),444,75,8.2,6.5,01.06.2026 10:10:00,Normalen promet
,LJjug-LJvzh (p)588886.35.801.06.2026 10:10:00Povečan promet,LJjug-LJvzh (p),588,88,6.3,5.8,01.06.2026 10:10:00,Povečan promet
,LJvzh-LJjug (v)660835.77.601.06.2026 10:10:00Povečan promet,LJvzh-LJjug (v),660,83,5.7,7.6,01.06.2026 10:10:00,Povečan promet
,LJvzh-LJjug (p)564906.95.801.06.2026 10:10:00Povečan promet,LJvzh-LJjug (p),564,90,6.9,5.8,01.06.2026 10:10:00,Povečan promet
,LJvzh-NM (v)3728511.63.801.06.2026 10:10:00Normalen promet,LJvzh-NM (v),372,85,11.6,3.8,01.06.2026 10:10:00,Normalen promet
,LJvzh-NM (p)3248913.72.701.06.2026 10:10:00Normalen promet,LJvzh-NM (p),324,89,13.7,2.7,01.06.2026 10:10:00,Normalen promet
,NM-LJvzh (v)780934.87.201.06.2026 10:10:00Povečan promet,NM-LJvzh (v),780,93,4.8,7.2,01.06.2026 10:10:00,Povečan promet
,NM-LJvzh (p)3611057.60.301.06.2026 10:10:00Normalen promet,NM-LJvzh (p),36,110,57.6,0.3,01.06.2026 10:10:00,Normalen promet
AC-A1,Goli vrh ACsmer KP (po)3008012.25.801.06.2026 10:10:00Normalen promet,smer KP (po),300,80,12.2,5.8,01.06.2026 10:10:00,Normalen promet
,smer KP (v)7561024.66.601.06.2026 10:10:00Povečan promet,smer KP (v),756,102,4.6,6.6,01.06.2026 10:10:00,Povečan promet
,smer KP (p)4801257.43.201.06.2026 10:10:00Normalen promet,smer KP (p),480,125,7.4,3.2,01.06.2026 10:10:00,Normalen promet
,smer LJ (v)9481064.310.001.06.2026 10:10:00Povečan promet,smer LJ (v),948,106,4.3,10.0,01.06.2026 10:10:00,Povečan promet
,smer LJ (p)4441217.73.001.06.2026 10:10:00Normalen promet,smer LJ (p),444,121,7.7,3.0,01.06.2026 10:10:00,Normalen promet
AC-A1,Počivališče Ravneizvoz iz KP604569.91.401.06.2026 10:10:00Normalen promet,izvoz iz KP,60,45,69.9,1.4,01.06.2026 10:10:00,Normalen promet
,izvoz iz LJ000.00.001.06.2026 10:10:00Ni podatka,izvoz iz LJ,0,0,0.0,0.0,01.06.2026 10:10:00,Ni podatka
,uvoz proti KP000.00.001.06.2026 10:10:00Ni podatka,uvoz proti KP,0,0,0.0,0.0,01.06.2026 10:10:00,Ni podatka
AC-A1,Priključek Kastelecizvoz iz KP1083340.22.501.06.2026 10:10:00Normalen promet,izvoz iz KP,108,33,40.2,2.5,01.06.2026 10:10:00,Normalen promet
AC-A1,Razcep Srminizvoz iz LJ604570.11.101.06.2026 10:10:00Normalen promet,izvoz iz LJ,60,45,70.1,1.1,01.06.2026 10:10:00,Normalen promet
,uvoz proti Škofijam000.00.001.06.2026 10:10:00Ni prometa,uvoz proti Škofijam,0,0,0.0,0.0,01.06.2026 10:10:00,Ni prometa
AC-A1,Priključek Črni Kalizvoz iz KP486128.80.601.06.2026 10:10:00Normalen promet,izvoz iz KP,48,61,28.8,0.6,01.06.2026 10:10:00,Normalen promet
,izvoz iz LJ605960.10.801.06.2026 10:10:00Normalen promet,izvoz iz LJ,60,59,60.1,0.8,01.06.2026 10:10:00,Normalen promet
AC-A1,Zima ACsmer LJ (v)6601005.38.801.06.2026 10:10:00Povečan promet,smer LJ (v),660,100,5.3,8.8,01.06.2026 10:10:00,Povečan promet
,smer LJ (p)4801237.93.301.06.2026 10:10:00Normalen promet,smer LJ (p),480,123,7.9,3.3,01.06.2026 10:10:00,Normalen promet
,smer MB (v)600985.49.001.06.2026 10:10:00Povečan promet,smer MB (v),600,98,5.4,9.0,01.06.2026 10:10:00,Povečan promet
,smer MB (p)3961268.42.601.06.2026 10:10:00Normalen promet,smer MB (p),396,126,8.4,2.6,01.06.2026 10:10:00,Normalen promet
AC-A1,Celje Center - Vzhodsmer LJ (v)720955.69.501.06.2026 10:10:00Povečan promet,smer LJ (v),720,95,5.6,9.5,01.06.2026 10:10:00,Povečan promet
,smer LJ (p)5281206.43.501.06.2026 10:10:00Povečan promet,smer LJ (p),528,120,6.4,3.5,01.06.2026 10:10:00,Povečan promet
,smer MB (v)852934.211.601.06.2026 10:10:00Zgoščen promet,smer MB (v),852,93,4.2,11.6,01.06.2026 10:10:00,Zgoščen promet
,smer MB (p)4681228.13.201.06.2026 10:10:00Normalen promet,smer MB (p),468,122,8.1,3.2,01.06.2026 10:10:00,Normalen promet
AC-A1,Arja vas ACsmer LJ (v)972963.511.601.06.2026 10:10:00Zgoščen promet,smer LJ (v),972,96,3.5,11.6,01.06.2026 10:10:00,Zgoščen promet
,smer LJ (p)8521234.45.901.06.2026 10:10:00Povečan promet,smer LJ (p),852,123,4.4,5.9,01.06.2026 10:10:00,Povečan promet
,smer MB (v)828984.19.901.06.2026 10:10:00Povečan promet,smer MB (v),828,98,4.1,9.9,01.06.2026 10:10:00,Povečan promet
,smer MB (p)7681224.95.201.06.2026 10:10:00Povečan promet,smer MB (p),768,122,4.9,5.2,01.06.2026 10:10:00,Povečan promet
AC-A1,Krtina-Domžale ACsmer LJ (v)804834.911.801.06.2026 10:10:00Zgoščen promet,smer LJ (v),804,83,4.9,11.8,01.06.2026 10:10:00,Zgoščen promet
,smer LJ (p)4801017.73.901.06.2026 10:10:00Normalen promet,smer LJ (p),480,101,7.7,3.9,01.06.2026 10:10:00,Normalen promet
AC-A1,Priključek LJ Jugizvoz iz R.Kozarje964832.01.701.06.2026 10:10:00Normalen promet,izvoz iz R.Kozarje,96,48,32.0,1.7,01.06.2026 10:10:00,Normalen promet
,izvoz iz R.Malence (v)3246511.64.001.06.2026 10:10:00Normalen promet,izvoz iz R.Malence (v),324,65,11.6,4.0,01.06.2026 10:10:00,Normalen promet
,izvoz iz R.Malence (p)2406515.53.701.06.2026 10:10:00Normalen promet,izvoz iz R.Malence (p),240,65,15.5,3.7,01.06.2026 10:10:00,Normalen promet
,uvoz proti R. Kozarje2405116.44.101.06.2026 10:10:00Normalen promet,uvoz proti R. Kozarje,240,51,16.4,4.1,01.06.2026 10:10:00,Normalen promet
