Cesta,Lokacija,Smer,Št. vozil [N/h],Hitrost [km/h],Razmik [s],Zasedenost [%],Čas,Stanje
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 03:35:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),0,0,0.0,0.0,05.06.2026 03:35:00,Ni prometa
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),144,97,25.0,2.4,05.06.2026 03:35:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 03:40:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 03:40:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),0,0,0.0,0.0,05.06.2026 03:40:00,Ni prometa
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),120,98,21.2,2.0,05.06.2026 03:40:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 03:45:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 03:45:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),24,127,554.3,0.1,05.06.2026 03:45:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),96,102,45.4,1.3,05.06.2026 03:45:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 03:50:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 03:50:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),0,0,0.0,0.0,05.06.2026 03:50:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),84,103,40.9,1.2,05.06.2026 03:50:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 03:55:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 03:55:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),0,0,0.0,0.0,05.06.2026 03:55:00,Ni prometa
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),60,95,59.2,0.8,05.06.2026 03:55:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:00:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:00:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),0,0,0.0,0.0,05.06.2026 04:00:00,Ni prometa
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),60,97,65.2,1.1,05.06.2026 04:00:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:05:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:05:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),12,122,1138.0,0.1,05.06.2026 04:05:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),108,95,33.0,1.7,05.06.2026 04:05:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:10:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:10:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),12,138,359.5,0.1,05.06.2026 04:10:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),156,95,23.0,2.6,05.06.2026 04:10:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:15:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:15:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),36,147,64.9,0.2,05.06.2026 04:15:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),204,100,16.8,2.9,05.06.2026 04:15:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:20:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:20:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),24,127,225.8,0.1,05.06.2026 04:20:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),168,90,21.2,2.5,05.06.2026 04:20:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:25:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:25:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),12,147,321.8,0.1,05.06.2026 04:25:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),156,92,20.4,2.9,05.06.2026 04:25:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:30:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:30:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),0,0,0.0,0.0,05.06.2026 04:30:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),96,94,38.0,1.6,05.06.2026 04:30:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:35:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:35:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),24,113,250.1,0.2,05.06.2026 04:35:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),216,104,19.2,2.7,05.06.2026 04:35:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:40:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:40:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),24,132,178.2,0.2,05.06.2026 04:40:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),204,98,16.1,3.2,05.06.2026 04:40:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:45:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:45:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),12,133,248.8,0.1,05.06.2026 04:45:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),204,102,15.6,2.6,05.06.2026 04:45:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:50:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:50:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),24,128,204.4,0.1,05.06.2026 04:50:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),180,106,23.4,1.9,05.06.2026 04:50:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 04:55:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 04:55:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),12,122,61.3,0.1,05.06.2026 04:55:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),156,101,22.1,2.2,05.06.2026 04:55:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:00:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:00:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),36,126,195.8,0.2,05.06.2026 05:00:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),192,112,19.4,2.0,05.06.2026 05:00:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:05:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:05:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),36,127,52.5,0.2,05.06.2026 05:05:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),192,102,16.3,2.6,05.06.2026 05:05:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:10:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:10:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),24,116,218.4,0.2,05.06.2026 05:10:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),228,101,18.1,2.9,05.06.2026 05:10:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:15:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:15:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),84,137,37.5,0.5,05.06.2026 05:15:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),300,101,12.3,4.1,05.06.2026 05:15:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:20:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:20:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),36,123,89.6,0.2,05.06.2026 05:20:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),300,96,10.3,4.8,05.06.2026 05:20:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:25:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:25:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),96,119,41.3,0.8,05.06.2026 05:25:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),396,100,10.1,5.5,05.06.2026 05:25:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:30:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:30:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),84,138,39.4,0.5,05.06.2026 05:30:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),432,108,9.0,5.2,05.06.2026 05:30:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:35:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:35:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),48,128,92.4,0.4,05.06.2026 05:35:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),372,112,9.6,3.6,05.06.2026 05:35:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:40:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:40:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),108,131,30.4,0.7,05.06.2026 05:40:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),396,104,9.2,5.3,05.06.2026 05:40:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:45:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:45:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),60,129,61.5,0.3,05.06.2026 05:45:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),360,101,9.8,4.9,05.06.2026 05:45:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:50:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:50:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),156,136,22.4,1.1,05.06.2026 05:50:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),396,104,9.2,5.6,05.06.2026 05:50:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 05:55:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 05:55:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),156,140,23.5,0.9,05.06.2026 05:55:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),480,108,7.7,6.1,05.06.2026 05:55:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:00:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:00:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),108,142,34.0,0.6,05.06.2026 06:00:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),420,110,8.7,5.2,05.06.2026 06:00:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:05:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:05:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),144,136,21.5,0.8,05.06.2026 06:05:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),588,106,6.0,6.9,05.06.2026 06:05:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:10:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:10:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),300,128,11.2,1.9,05.06.2026 06:10:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),588,98,5.6,8.8,05.06.2026 06:10:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:15:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:15:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),228,134,17.7,1.5,05.06.2026 06:15:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),420,112,9.0,4.2,05.06.2026 06:15:00,Normalen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:20:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:20:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),468,135,8.1,2.9,05.06.2026 06:20:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),732,107,5.4,8.2,05.06.2026 06:20:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:25:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:25:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),576,136,6.7,3.5,05.06.2026 06:25:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),744,112,4.8,7.3,05.06.2026 06:25:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:30:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:30:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),468,137,8.0,2.8,05.06.2026 06:30:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),756,115,4.8,6.6,05.06.2026 06:30:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:35:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:35:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),588,136,6.6,3.6,05.06.2026 06:35:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),852,106,3.9,10.3,05.06.2026 06:35:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:40:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:40:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),576,134,6.0,3.5,05.06.2026 06:40:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),804,109,4.3,8.9,05.06.2026 06:40:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:45:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:45:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),444,136,8.3,2.8,05.06.2026 06:45:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),792,112,4.6,7.7,05.06.2026 06:45:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:50:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:50:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),684,135,5.6,4.2,05.06.2026 06:50:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),792,109,4.6,7.9,05.06.2026 06:50:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 06:55:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 06:55:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),528,127,6.6,3.6,05.06.2026 06:55:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),768,108,4.7,8.2,05.06.2026 06:55:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:00:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:00:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),384,132,9.4,2.6,05.06.2026 07:00:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),732,109,5.3,7.4,05.06.2026 07:00:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:05:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:05:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),444,135,8.2,2.7,05.06.2026 07:05:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),804,110,4.5,8.1,05.06.2026 07:05:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:10:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:10:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),564,130,6.5,3.7,05.06.2026 07:10:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),864,108,3.9,9.6,05.06.2026 07:10:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:15:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:15:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),408,134,9.1,2.5,05.06.2026 07:15:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),828,111,4.3,8.0,05.06.2026 07:15:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:20:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:20:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),480,135,7.9,3.0,05.06.2026 07:20:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),816,112,4.5,7.7,05.06.2026 07:20:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:25:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:25:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),480,136,7.5,2.9,05.06.2026 07:25:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),876,106,4.3,8.7,05.06.2026 07:25:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:30:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:30:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),528,137,7.0,3.2,05.06.2026 07:30:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),828,106,4.5,8.7,05.06.2026 07:30:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:35:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:35:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),504,135,7.2,3.1,05.06.2026 07:35:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),780,108,4.5,7.8,05.06.2026 07:35:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:40:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:40:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),516,134,7.2,3.2,05.06.2026 07:40:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),792,109,4.9,7.9,05.06.2026 07:40:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:45:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:45:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),564,133,6.8,3.5,05.06.2026 07:45:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),900,108,4.2,10.1,05.06.2026 07:45:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:50:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:50:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),348,139,11.0,2.0,05.06.2026 07:50:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),660,112,5.3,6.5,05.06.2026 07:50:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 07:55:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 07:55:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),672,135,5.2,4.2,05.06.2026 07:55:00,Povečan promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),900,107,4.3,9.7,05.06.2026 07:55:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 08:00:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 08:00:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),408,135,9.0,2.6,05.06.2026 08:00:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),744,110,4.7,6.8,05.06.2026 08:00:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 08:05:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 08:05:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),396,135,8.3,2.5,05.06.2026 08:05:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),744,111,4.6,7.9,05.06.2026 08:05:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 08:10:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 08:10:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),468,132,9.0,2.9,05.06.2026 08:10:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),780,105,4.3,9.4,05.06.2026 08:10:00,Zgoščen promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 08:15:00,Ni podatka
AC-A1,Čebulovica AC,Gabrk - Senožeče (v),0,0,0.0,0.0,05.06.2026 08:15:00,Ni podatka
AC-A1,Čebulovica AC,Senožeče - Gabrk (p),372,136,9.8,2.3,05.06.2026 08:15:00,Normalen promet
AC-A1,Čebulovica AC,Senožeče - Gabrk (v),768,113,4.5,6.8,05.06.2026 08:15:00,Povečan promet
AC-A1,Čebulovica AC,Gabrk - Senožeče (p),0,0,0.0,0.0,05.06.2026 08:20:00,Ni podatka
